sentence_id,word,pos,tag
sentence_6,;,CH,O
sentence_7,Thời hạn,N,O
sentence_7,nhận,V,O
sentence_7,hồ sơ,N,O
sentence_7,:,CH,O
sentence_8,Các,L,O
sentence_8,chế độ,N,O
sentence_8,phúc lợi,V,O
sentence_8,theo,V,O
sentence_8,quy định,N,O
sentence_8,luật,N,O
sentence_8,lao động,N,O
sentence_8,và,C,O
sentence_8,theo,V,O
sentence_8,quy chế,N,O
sentence_8,của,E,O
sentence_8,Công ty,N,O
sentence_8,.,CH,O
sentence_9,1,M,O
sentence_9,.,CH,O
sentence_9,CN,Ny,O
sentence_9,Huế,Np,O
sentence_9,:,CH,O
sentence_9,Tầng,N,O
sentence_9,11,M,O
sentence_9,",",CH,O
sentence_9,Tòa,Np,O
sentence_9,nhà HCC,V,O
sentence_9,",",CH,O
sentence_9,28,M,O
sentence_9,Lý Thường Kiệt,Np,O
sentence_9,",",CH,O
sentence_9,P.,Ny,O
sentence_9,Vĩnh Ninh,Np,O
sentence_9,",",CH,O
sentence_9,TP.,Ny,O
sentence_9,Huế,Np,O
sentence_9,.,CH,O
sentence_10,·,N,O
sentence_10,Năng lực,N,B-Skill
sentence_10,đối ngoại,V,I-Skill
sentence_10,và,C,I-Skill
sentence_10,tương tác,V,I-Skill
sentence_10,tốt,A,O
sentence_10,.,CH,O
sentence_11,Tố chất,N,B-Skill
sentence_11,:,CH,I-Skill
sentence_11,Độc lập,N,I-Skill
sentence_11,",",CH,I-Skill
sentence_11,chính trực,N,I-Skill
sentence_11,",",CH,I-Skill
sentence_11,khách quan,A,I-Skill
sentence_11,",",CH,I-Skill
sentence_11,bảo mật,V,I-Skill
sentence_11,",",CH,I-Skill
sentence_11,tuân thủ,V,I-Skill
sentence_11,",",CH,I-Skill
sentence_11,thận trọng,N,I-Skill
sentence_11,.,CH,O
sentence_12,Chế độ,N,O
sentence_12,đãi ngộ,V,O
sentence_12,:,CH,O
sentence_13,Có,V,O
sentence_13,tối thiểu,N,O
sentence_13,8,M,O
sentence_13,năm,N,O
sentence_13,kinh nghiệm,N,B-Skill
sentence_13,trong,E,I-Skill
sentence_13,lĩnh vực,N,I-Skill
sentence_13,Kiểm toán,N,I-Skill
sentence_13,",",CH,I-Skill
sentence_13,thanh tra,V,I-Skill
sentence_14,Ưu tiên,N,O
sentence_14,ứng viên,V,O
sentence_14,có,V,O
sentence_14,hiểu biết,N,B-Skill
sentence_14,về,E,I-Skill
sentence_14,ngành,N,I-Skill
sentence_14,lưu huỳnh,N,I-Skill
sentence_14,",",CH,I-Skill
sentence_14,phân bón,N,I-Skill
sentence_14,nói chung,X,O
sentence_14,hoặc,C,O
sentence_14,liên quan,V,O
sentence_14,.,CH,O
sentence_15,Hướng,N,B-Skill
sentence_15,tới,V,I-Skill
sentence_15,kết quả,N,I-Skill
sentence_15,:,CH,O
sentence_15,tập trung,V,B-Skill
sentence_15,vào,E,I-Skill
sentence_15,các,L,I-Skill
sentence_15,biện pháp,N,I-Skill
sentence_15,cụ thể,A,I-Skill
sentence_15,và,C,I-Skill
sentence_15,mục tiêu,N,I-Skill
sentence_15,để,E,O
sentence_15,có,V,O
sentence_15,kết quả,N,O
sentence_15,cao,A,O
sentence_15,nhất,A,O
sentence_16,3,M,O
sentence_16,.,CH,O
sentence_16,Văn hóa,V,O
sentence_16,doanh nghiệp,N,O
sentence_16,phong phú,A,O
sentence_16,:,CH,O
sentence_17,Kỹ năng lập,N,B-Skill
sentence_17,và,C,I-Skill
sentence_17,thực hiện,V,I-Skill
sentence_17,kế hoạch,N,I-Skill
sentence_17,",",CH,O
sentence_17,quản lý,V,B-Skill
sentence_17,áp lực,N,I-Skill
sentence_17,công việc,N,I-Skill
sentence_17,;,CH,O
sentence_18,Hồ sơ,N,O
sentence_18,dự tuyển,N,O
sentence_18,gồm,V,O
sentence_19,Thông thạo,N,B-Skill
sentence_19,tiếng,N,I-Skill
sentence_19,Anh,Np,I-Skill
sentence_19,lợi thế,V,O
sentence_19,cạnh tranh,V,O
sentence_20,3,M,O
sentence_20,.,CH,O
sentence_20,Ngoại ngữ,N,O
sentence_20,:,CH,O
sentence_21,1,M,O
sentence_21,.,CH,O
sentence_21,Tốt nghiệp,V,O
sentence_21,CĐ,Np,O
sentence_21,/,CH,O
sentence_21,ĐH,Ny,O
sentence_21,chuyên ngành,N,B-Skill
sentence_21,Quản trị,V,I-Skill
sentence_21,nguồn,N,I-Skill
sentence_21,nhân lực,N,I-Skill
sentence_21,",",CH,I-Skill
sentence_21,Nhân sự,N,I-Skill
sentence_21,",",CH,I-Skill
sentence_21,Con người,N,I-Skill
sentence_21,",",CH,O
sentence_21,và,C,O
sentence_21,các,L,O
sentence_21,ngành,N,O
sentence_21,liên quan,V,O
sentence_21,khác,A,O
sentence_21,.,CH,O
sentence_22,Tốt nghiệp,V,O
sentence_22,đại học,N,O
sentence_22,và,C,O
sentence_22,chuyên ngành,N,B-Skill
sentence_22,quản trị,V,I-Skill
sentence_22,/,CH,I-Skill
sentence_22,kinh tế,N,I-Skill
sentence_23,Linh hoạt,N,B-Skill
sentence_23,và,C,O
sentence_23,nhanh nhạy,A,B-Skill
sentence_23,trong,E,O
sentence_23,mọi,L,O
sentence_23,tình huống,N,O
sentence_24,Các,L,O
sentence_24,phẩm chất,N,O
sentence_24,cá nhân,N,O
sentence_24,cần,V,O
sentence_24,có,V,O
sentence_24,:,CH,O
sentence_25,Có,V,O
sentence_25,kỹ năng,N,B-Skill
sentence_25,giao tiếp,V,I-Skill
sentence_25,tốt,A,I-Skill
sentence_25,;,CH,O
sentence_26,Kỹ năng,N,B-Skill
sentence_26,giao tiếp,V,I-Skill
sentence_26,và,C,I-Skill
sentence_26,đàm phán,V,I-Skill
sentence_26,tốt,A,I-Skill
sentence_27,Trách nhiệm,N,B-Skill
sentence_27,",",CH,O
sentence_27,nhiệt huyết,N,B-Skill
sentence_27,",",CH,O
sentence_27,chủ động,N,B-Skill
sentence_27,",",CH,O
sentence_27,chịu,V,B-Skill
sentence_27,áp lực,N,I-Skill
sentence_27,cao,A,I-Skill
sentence_27,",",CH,O
sentence_27,chăm chỉ,A,B-Skill
sentence_27,",",CH,O
sentence_27,sáng tạo,V,B-Skill
sentence_27,.,CH,O
sentence_28,Có,V,O
sentence_28,kiến thức,N,O
sentence_28,",",CH,O
sentence_28,Am hiểu,V,O
sentence_28,về,E,O
sentence_28,môi trường,N,B-Skill
sentence_28,kinh doanh,V,I-Skill
sentence_28,đèn,N,I-Skill
sentence_28,",",CH,I-Skill
sentence_28,thiết bị,N,I-Skill
sentence_28,chiếu,N,I-Skill
sentence_28,sáng,N,I-Skill
sentence_28,là,V,O
sentence_28,lợi thế,N,O
sentence_28,.,CH,O
sentence_29,Có,V,O
sentence_29,khả năng,N,O
sentence_29,làm việc,V,B-Skill
sentence_29,độc lập,A,I-Skill
sentence_29,và,C,I-Skill
sentence_29,làm việc,V,I-Skill
sentence_29,nhóm,N,I-Skill
sentence_29,hiệu quả,N,O
sentence_29,",",CH,O
sentence_29,khả năng,N,B-Skill
sentence_29,phối hợp,V,I-Skill
sentence_29,và,C,I-Skill
sentence_29,chịu,V,I-Skill
sentence_29,được,V,I-Skill
sentence_29,áp lực,N,I-Skill
sentence_29,cao,A,I-Skill
sentence_29,.,CH,O
sentence_30,Có,V,O
sentence_30,khả năng,N,B-Skill
sentence_30,giao tiếp,V,I-Skill
sentence_30,",",CH,I-Skill
sentence_30,đàm phán,V,I-Skill
sentence_30,tốt,A,I-Skill
sentence_30,.,CH,O
sentence_31,Có,V,O
sentence_31,khả năng,N,B-Skill
sentence_31,giao tiếp,V,I-Skill
sentence_31,tiếng,N,I-Skill
sentence_31,Anh,Np,I-Skill
sentence_31,khá,R,O
sentence_32,Hiểu biết,N,B-Skill
sentence_32,tốt,A,I-Skill
sentence_32,về,R,I-Skill
sentence_32,quản trị,V,I-Skill
sentence_32,doanh nghiệp,N,I-Skill
sentence_33,Tham mưu,V,B-Skill
sentence_33,cho,E,I-Skill
sentence_33,Ban,N,I-Skill
sentence_33,Lãnh đạo,N,I-Skill
sentence_33,công ty,N,O
sentence_33,về,E,O
sentence_33,các,L,O
sentence_33,quyết định,N,O
sentence_33,liên quan,V,O
sentence_33,đến,E,O
sentence_33,lĩnh vực,N,B-Skill
sentence_33,Viễn thông,N,I-Skill
sentence_33,",",CH,I-Skill
sentence_33,CNTT,Np,I-Skill
sentence_33,và,C,I-Skill
sentence_33,SCADA,Np,I-Skill
sentence_34,+,N,O
sentence_34,Không ngại,V,O
sentence_34,đi,V,O
sentence_34,thị trường,N,O
sentence_35,Nam,Np,O
sentence_35,/,CH,O
sentence_35,nữ,N,O
sentence_35,",",CH,O
sentence_35,Tuổi,N,O
sentence_35,22,M,O
sentence_35,đến,E,O
sentence_35,40,M,O
sentence_36,QUYỀN LỢI,N,O
sentence_36,ĐƯỢC,Np,O
sentence_36,HƯỞNG,Np,O
sentence_37,Sử dụng,V,O
sentence_37,tốt,A,O
sentence_37,tin học,N,B-Skill
sentence_37,văn phòng,N,I-Skill
sentence_37,MS Office,Np,I-Skill
sentence_37,.,CH,O
sentence_38,3,M,O
sentence_38,.,CH,O
sentence_38,Có,V,O
sentence_38,kỹ năng,N,B-Skill
sentence_38,giao tiếp,V,I-Skill
sentence_38,tốt,A,I-Skill
sentence_38,",",CH,O
sentence_38,biết,V,O
sentence_38,cách,N,B-Skill
sentence_38,sắp xếp,V,I-Skill
sentence_38,quản lý,V,I-Skill
sentence_38,công việc,N,I-Skill
sentence_39,Nam,Np,O
sentence_39,.,CH,O
sentence_39,Tốt nghiệp,V,O
sentence_39,:,CH,O
sentence_39,Trung cấp,N,O
sentence_39,trở,V,O
sentence_39,lên,V,O
sentence_39,chuyên ngành,N,B-Skill
sentence_39,QTKD,Np,I-Skill
sentence_39,",",CH,I-Skill
sentence_39,kinh tế,N,I-Skill
sentence_39,",",CH,I-Skill
sentence_39,kế toán,N,I-Skill
sentence_39,…,CH,O
sentence_40,Tư duy,N,B-Skill
sentence_40,logic,V,I-Skill
sentence_40,;,CH,O
sentence_40,Có thể,R,O
sentence_40,làm việc,V,B-Skill
sentence_40,dưới,E,I-Skill
sentence_40,áp lực,N,I-Skill
sentence_40,cao,A,I-Skill
sentence_41,Có,V,O
sentence_41,ít nhất,X,O
sentence_41,5,M,O
sentence_41,năm,N,O
sentence_41,kinh nghiệm,N,B-Skill
sentence_41,liên quan,V,I-Skill
sentence_41,đến,E,I-Skill
sentence_41,xây dựng,V,I-Skill
sentence_41,/,CH,O
sentence_41,kiểm định,V,B-Skill
sentence_41,mô hình,N,I-Skill
sentence_41,rủi ro,A,I-Skill
sentence_41,",",CH,O
sentence_41,cảnh báo,V,B-Skill
sentence_41,sớm,A,I-Skill
sentence_41,trong,E,O
sentence_41,lĩnh vực,N,B-Skill
sentence_41,Tài chính,N,I-Skill
sentence_41,/,CH,I-Skill
sentence_41,Ngân hàng,N,I-Skill
sentence_41,;,CH,O
sentence_42,Đóng,V,O
sentence_42,BHYT,Np,O
sentence_42,",",CH,O
sentence_42,BHTN,Np,O
sentence_42,",",CH,O
sentence_42,BHXH,Np,O
sentence_42,",",CH,O
sentence_42,…,CH,O
sentence_43,Sự nghiệp,N,O
sentence_43,phát triển,V,O
sentence_43,nhanh,A,O
sentence_43,đi,V,O
sentence_43,cùng,C,O
sentence_43,với,E,O
sentence_43,tiềm năng,N,O
sentence_43,của,E,O
sentence_43,bạn,N,O
sentence_43,:,CH,O
sentence_43,Ở,E,O
sentence_43,Medici,Np,O
sentence_43,",",CH,O
sentence_43,chúng tôi,P,O
sentence_43,mang,V,O
sentence_43,đến,E,O
sentence_43,cơ hội,N,O
sentence_43,để,E,O
sentence_43,Bạn,Np,O
sentence_43,tỏa,V,O
sentence_43,sáng,N,O
sentence_43,.,CH,O
sentence_43,Bạn,N,O
sentence_43,đóng góp,V,B-Skill
sentence_43,ý tưởng,N,I-Skill
sentence_43,.,CH,O
sentence_43,Bạn,N,O
sentence_43,được,V,O
sentence_43,cân nhắc,V,O
sentence_43,ở,E,O
sentence_43,vị trí,N,O
sentence_43,xứng đáng,A,O
sentence_43,.,CH,O
sentence_43,Cơ hội,N,O
sentence_43,phát triển,V,O
sentence_43,khả năng,N,O
sentence_43,và,C,O
sentence_43,làm việc,V,O
sentence_43,với,E,O
sentence_43,các,L,O
sentence_43,chuyên gia,N,O
sentence_43,hàng đầu,N,O
sentence_43,:,CH,O
sentence_43,Chúng tôi,P,O
sentence_43,tự hào,V,O
sentence_43,là,V,O
sentence_43,startup,N,O
sentence_43,với,E,O
sentence_43,những,L,O
sentence_43,nhân sự,N,O
sentence_43,giàu,A,O
sentence_43,kinh nghiệm,N,O
sentence_43,từ,E,O
sentence_43,các,L,O
sentence_43,doanh nghiệp,N,O
sentence_43,lớn,A,O
sentence_43,trong,E,O
sentence_43,các,L,O
sentence_43,lĩnh vực,N,B-Skill
sentence_43,:,CH,I-Skill
sentence_43,Bảo hiểm,N,I-Skill
sentence_43,và,C,I-Skill
sentence_43,công nghệ,N,I-Skill
sentence_43,",",CH,I-Skill
sentence_43,truyền thông,N,I-Skill
sentence_43,và,C,I-Skill
sentence_43,phát triển,V,I-Skill
sentence_43,doanh nghiệp,N,I-Skill
sentence_43,.,CH,O
sentence_43,Môi trường,N,O
sentence_43,làm việc,V,O
sentence_43,năng động,A,B-Skill
sentence_43,và,C,O
sentence_43,đa dạng,V,O
sentence_43,:,CH,O
sentence_43,Chúng tôi,P,O
sentence_43,đề cao,V,O
sentence_43,đồng thời,R,O
sentence_43,coi trọng,V,O
sentence_43,sự,N,O
sentence_43,đa dạng,A,O
sentence_43,và,C,O
sentence_43,hòa nhập,V,O
sentence_43,.,CH,O
sentence_43,Chúng tôi,P,O
sentence_43,hướng,V,O
sentence_43,đến,E,O
sentence_43,kiến tạo,N,O
sentence_43,một,M,O
sentence_43,môi trường,N,O
sentence_43,làm việc,V,O
sentence_43,mở,V,O
sentence_43,và,C,O
sentence_43,có,V,O
sentence_43,tầm,N,O
sentence_43,nhìn,V,O
sentence_43,chiến lược,N,O
sentence_43,",",CH,O
sentence_43,trong,E,O
sentence_43,đó,P,O
sentence_43,bạn,N,O
sentence_43,là,V,O
sentence_43,một,M,O
sentence_43,nhân tố,N,O
sentence_43,quan trọng,A,O
sentence_43,và,C,O
sentence_43,tạo,V,O
sentence_43,điều kiện,N,O
sentence_43,cho,E,O
sentence_43,bạn,N,O
sentence_43,phát triển,V,O
sentence_43,mạnh mẽ,A,O
sentence_43,.,CH,O
sentence_43,Tạo,V,B-Skill
sentence_43,ra,V,I-Skill
sentence_43,ảnh hưởng,V,I-Skill
sentence_43,đến,E,I-Skill
sentence_43,xã hội,N,I-Skill
sentence_43,:,CH,O
sentence_43,Medici,Np,O
sentence_43,không chỉ,C,O
sentence_43,đặt,V,O
sentence_43,trọng tâm,N,O
sentence_43,trong,E,O
sentence_43,việc,N,O
sentence_43,bảo vệ,V,O
sentence_43,cuộc sống,N,O
sentence_43,của,E,O
sentence_43,hàng,R,O
sentence_43,triệu,M,O
sentence_43,người dân,N,O
sentence_43,và,C,O
sentence_43,tạo,V,O
sentence_43,ra,V,O
sentence_43,các,L,O
sentence_43,sáng kiến,N,O
sentence_43,công nghệ,N,O
sentence_43,",",CH,O
sentence_43,mà,C,O
sentence_43,chúng tôi,P,O
sentence_43,đồng thời,R,O
sentence_43,còn,R,O
sentence_43,mở rộng,V,O
sentence_43,tầm,N,O
sentence_43,nhìn,V,O
sentence_43,đến,E,O
sentence_43,các,L,O
sentence_43,khu vực,N,O
sentence_43,còn,V,O
sentence_43,nhiều,A,O
sentence_43,khó khăn,A,O
sentence_43,như,C,O
sentence_43,Đắk Nông,Np,O
sentence_43,",",CH,O
sentence_43,Lai Châu,Np,O
sentence_43,",",CH,O
sentence_43,Côn Đảo,Np,O
sentence_43,để,E,O
sentence_43,giải quyết,V,O
sentence_43,các,L,O
sentence_43,vấn đề,N,O
sentence_43,về,E,O
sentence_43,bảo hiểm,N,O
sentence_43,và,C,O
sentence_43,sức khỏe,V,O
sentence_43,.,CH,O
sentence_44,T6,N,O
sentence_44,+,N,O
sentence_44,1,M,O
sentence_44,ngày,N,O
sentence_44,T7,Np,O
sentence_44,trong,E,O
sentence_44,tháng,N,O
sentence_45,+,N,O
sentence_45,Trung thực,A,B-Skill
sentence_45,;,CH,O
sentence_45,chính xác,A,B-Skill
sentence_45,và,C,I-Skill
sentence_45,trách nhiệm,N,I-Skill
sentence_45,.,CH,O
sentence_46,Khả năng,N,B-Skill
sentence_46,phân tích,V,I-Skill
sentence_46,",",CH,O
sentence_46,tổng hợp,A,B-Skill
sentence_46,",",CH,O
sentence_46,lập,V,B-Skill
sentence_46,kế hoạch,N,I-Skill
sentence_46,tốt,A,I-Skill
sentence_47,Có,V,O
sentence_47,kiến thức,N,B-Skill
sentence_47,marketing,FW,I-Skill
sentence_47,căn bản,A,O
sentence_47,và,C,O
sentence_47,phân tích,V,B-Skill
sentence_47,thị trường,N,I-Skill
sentence_47,;,CH,O
sentence_48,Kinh nghiệm,N,O
sentence_48,:,CH,O
sentence_48,tối thiểu,N,O
sentence_48,2,M,O
sentence_48,năm,N,O
sentence_48,kinh nghiệm,N,O
sentence_48,tại,E,O
sentence_48,vị trí,N,O
sentence_48,tương đương,A,O
sentence_49,Được,V,O
sentence_49,thưởng nhân,V,O
sentence_49,các,L,O
sentence_49,ngày,N,O
sentence_49,lễ,N,O
sentence_49,",",CH,O
sentence_49,tết,N,O
sentence_49,và,C,O
sentence_49,các,L,O
sentence_49,sự kiện,N,O
sentence_49,đặc biệt,A,O
sentence_49,của,E,O
sentence_49,Ocean Edu,Np,O
sentence_49,.,CH,O
sentence_50,Am,Np,O
sentence_50,hiểu,V,O
sentence_50,sâu sắc,A,O
sentence_50,về,E,B-Skill
sentence_50,Chuẩn mực,N,I-Skill
sentence_50,Kế toán,N,I-Skill
sentence_50,Việt Nam,Np,I-Skill
sentence_50,và,C,I-Skill
sentence_50,Luật Thuế,Np,I-Skill
sentence_50,Việt Nam,Np,I-Skill
sentence_51,Có,V,O
sentence_51,kinh nghiệm,N,O
sentence_51,làm việc,V,B-Skill
sentence_51,liên quan,V,I-Skill
sentence_51,đến,E,I-Skill
sentence_51,ngành,N,I-Skill
sentence_51,cơ khí,N,I-Skill
sentence_51,chế tạo,V,I-Skill
sentence_51,",",CH,I-Skill
sentence_51,robot,FW,I-Skill
sentence_51,",",CH,I-Skill
sentence_51,tự động,A,I-Skill
sentence_51,hóa,V,I-Skill
sentence_51,.,CH,O
sentence_52,Kỹ năng,N,B-Skill
sentence_52,phân tích,V,I-Skill
sentence_52,",",CH,O
sentence_52,giải quyết,V,B-Skill
sentence_52,vấn đề,N,I-Skill
sentence_52,.,CH,O
sentence_53,Các,L,O
sentence_53,hoạt động,N,O
sentence_53,văn hóa,V,O
sentence_53,",",CH,O
sentence_53,thiện nguyện,N,O
sentence_53,phong phú,A,O
sentence_53,và,C,O
sentence_53,sôi nổi,A,O
sentence_53,.,CH,O
sentence_54,Ưu tiên,N,O
sentence_54,ứng viên,V,O
sentence_54,đã,R,O
sentence_54,từng,R,O
sentence_54,hợp tác,V,B-Skill
sentence_54,với,E,I-Skill
sentence_54,nhiều,A,I-Skill
sentence_54,ngành hàng,N,I-Skill
sentence_54,",",CH,I-Skill
sentence_54,thương hiệu,N,I-Skill
sentence_54,khác,A,O
sentence_54,nhau,N,O
sentence_55,Tiếng,N,B-Skill
sentence_55,Anh,Nc,I-Skill
sentence_55,:,CH,O
sentence_55,giao tiếp,V,B-Skill
sentence_56,Thời gian,N,O
sentence_56,làm việc,V,O
sentence_56,:,CH,O
sentence_57,Tốt nghiệp,V,O
sentence_57,Đại học,N,O
sentence_57,hệ,N,O
sentence_57,chính quy,V,O
sentence_57,các,L,O
sentence_57,trường,N,O
sentence_57,thuộc,V,O
sentence_57,khối,N,O
sentence_57,ngành,N,B-Skill
sentence_57,Kế toán,N,I-Skill
sentence_57,/,CH,I-Skill
sentence_57,Kinh tế,N,I-Skill
sentence_57,/,CH,I-Skill
sentence_57,Tài chính,N,I-Skill
sentence_57,.,CH,O
sentence_58,Độ,N,O
sentence_58,tuổi,N,O
sentence_58,từ,E,O
sentence_58,1994,M,O
sentence_59,3,M,O
sentence_59,giá trị,N,O
sentence_59,cốt lõi,N,O
sentence_59,(,CH,O
sentence_59,Trách nhiệm,N,B-Skill
sentence_59,",",CH,O
sentence_59,Hợp tác,V,B-Skill
sentence_59,",",CH,O
sentence_59,Tận tâm,N,B-Skill
sentence_59,),CH,O
sentence_60,3,M,O
sentence_60,.,CH,O
sentence_60,Có,V,O
sentence_60,kinh nghiệm,N,O
sentence_60,trong,E,O
sentence_60,việc,N,O
sentence_60,xúc tiến,V,B-Skill
sentence_60,bán,V,I-Skill
sentence_60,hàng,N,I-Skill
sentence_60,xuất khẩu,V,I-Skill
sentence_60,thông qua,V,I-Skill
sentence_60,các,L,I-Skill
sentence_60,mạng,N,I-Skill
sentence_60,xã hội,N,I-Skill
sentence_60,và,C,I-Skill
sentence_60,các,L,I-Skill
sentence_60,trang,N,I-Skill
sentence_60,thương mại điện tử,N,I-Skill
sentence_60,(,CH,O
sentence_60,Alibaba,Np,B-Skill
sentence_60,",",CH,O
sentence_60,Amazon,Np,B-Skill
sentence_60,..,N,O
sentence_60,),CH,O
sentence_61,Chịu,V,B-Skill
sentence_61,được,R,I-Skill
sentence_61,áp lực,V,I-Skill
sentence_61,công việc,N,I-Skill
sentence_61,và,C,O
sentence_61,có,V,O
sentence_61,dự định,V,O
sentence_61,gắn bó,V,O
sentence_61,lâu,A,O
sentence_61,dàiKiến thức,A,O
sentence_61,&,CH,O
sentence_61,kỹ năng,N,O
sentence_61,:,CH,O
sentence_62,Sử dụng,V,O
sentence_62,thành thạo,V,B-Skill
sentence_62,các,L,I-Skill
sentence_62,phần mềm,N,I-Skill
sentence_62,văn phòng,N,I-Skill
sentence_62,;,CH,O
sentence_63,Kỹ năng,N,B-Skill
sentence_63,giao tiếp,V,I-Skill
sentence_63,tốt,A,I-Skill
sentence_63,;,CH,O
sentence_64,<,N,O
sentence_64,Bắt buộc,V,O
sentence_64,>,N,O
sentence_64,1,M,O
sentence_64,.,CH,O
sentence_64,Trình độ,N,O
sentence_64,học vấn,N,O
sentence_64,:,CH,O
sentence_64,Đại học2,N,O
sentence_64,.,CH,O
sentence_64,Có,V,O
sentence_64,ít nhất,X,O
sentence_64,2-3,M,O
sentence_64,năm,N,O
sentence_64,kinh nghiệm,N,B-Skill
sentence_64,sales B2B,V,I-Skill
sentence_64,cho,E,I-Skill
sentence_64,các,L,I-Skill
sentence_64,công ty,N,I-Skill
sentence_64,sản xuất,V,I-Skill
sentence_64,.,CH,O
sentence_64,3,M,O
sentence_64,.,CH,O
sentence_64,Kỹ năng,N,B-Skill
sentence_64,ngôn ngữ,N,I-Skill
sentence_64,:,CH,O
sentence_65,Yêu thích,V,O
sentence_65,công việc,N,O
sentence_65,",",CH,O
sentence_65,chịu,V,O
sentence_65,được,V,O
sentence_65,áp lực,N,O
sentence_65,công việc,N,O
sentence_65,",",CH,O
sentence_66,Có,V,O
sentence_66,ít nhất,X,O
sentence_66,từ,E,O
sentence_66,1,M,O
sentence_66,năm,N,O
sentence_66,kinh nghiệm thu mua,M,B-Skill
sentence_67,o,Nc,O
sentence_67,Kỹ năng,N,B-Skill
sentence_67,giao tiếp,V,I-Skill
sentence_67,để,E,O
sentence_67,trình bày,V,O
sentence_67,và,C,O
sentence_67,diễn giải,V,O
sentence_67,các,L,O
sentence_67,chủ đề,N,B-Skill
sentence_67,về,E,I-Skill
sentence_67,sức khỏe,N,I-Skill
sentence_67,và,C,I-Skill
sentence_67,an toàn,A,I-Skill
sentence_67,.,CH,O
sentence_68,+,N,O
sentence_68,Làm việc,V,B-Skill
sentence_68,tại,E,I-Skill
sentence_68,Doanh nghiệp,N,I-Skill
sentence_68,lớn,A,O
sentence_68,là,C,O
sentence_68,Chủ,N,O
sentence_68,đầu tư,V,O
sentence_68,",",CH,O
sentence_68,hoạt động,V,B-Skill
sentence_68,đa,V,I-Skill
sentence_68,ngành nghề,N,I-Skill
sentence_68,trong,E,O
sentence_68,các,L,O
sentence_68,lĩnh vực,N,B-Skill
sentence_68,:,CH,I-Skill
sentence_68,Bất động sản,N,I-Skill
sentence_68,;,CH,I-Skill
sentence_68,Sản xuất,V,I-Skill
sentence_68,công nghiệp,N,I-Skill
sentence_68,;,CH,I-Skill
sentence_68,Năng lượng,N,I-Skill
sentence_68,và,C,I-Skill
sentence_68,các,L,I-Skill
sentence_68,ngành,N,I-Skill
sentence_68,Dịch vụ,N,I-Skill
sentence_68,khác,A,O
sentence_68,.,CH,O
sentence_69,+,N,O
sentence_69,Tốt nghiệp,V,O
sentence_69,chuyên ngành,N,B-Skill
sentence_69,:,CH,I-Skill
sentence_69,tài chính,N,I-Skill
sentence_69,",",CH,I-Skill
sentence_69,kế toán,M,I-Skill
sentence_70,Có,V,O
sentence_70,kỹ năng,N,B-Skill
sentence_70,giao tiếp,V,I-Skill
sentence_70,tốt,A,O
sentence_70,",",CH,O
