sentence_id,word,pos
24,Linh hoạt,N
24,và,C
24,nhanh nhạy,A
24,trong,E
24,mọi,L
24,tình huống,N
25,Các,L
25,phẩm chất,N
25,cá nhân,N
25,cần,V
25,có,V
25,:,CH
26,Có,V
26,kỹ năng,N
26,giao tiếp,V
26,tốt,A
26,;,CH
27,Kỹ năng,N
27,giao tiếp,V
27,và,C
27,đàm phán,V
27,tốt,A
28,Trách nhiệm,N
28,",",CH
28,nhiệt huyết,N
28,",",CH
28,chủ động,N
28,",",CH
28,chịu,V
28,áp lực,N
28,cao,A
28,",",CH
28,chăm chỉ,A
28,",",CH
28,sáng tạo,V
28,.,CH
29,Có,V
29,kiến thức,N
29,",",CH
29,Am hiểu,V
29,về,E
29,môi trường,N
29,kinh doanh,V
29,đèn,N
29,",",CH
29,thiết bị,N
29,chiếu,N
29,sáng,N
29,là,V
29,lợi thế,N
29,.,CH
30,Có,V
30,khả năng,N
30,làm việc,V
30,độc lập,A
30,và,C
30,làm việc,V
30,nhóm,N
30,hiệu quả,N
30,",",CH
30,khả năng,N
30,phối hợp,V
30,và,C
30,chịu,V
30,được,V
30,áp lực,N
30,cao,A
30,.,CH
31,Có,V
31,khả năng,N
31,giao tiếp,V
31,",",CH
31,đàm phán,V
31,tốt,A
31,.,CH
32,Có,V
32,khả năng,N
32,giao tiếp,V
32,tiếng,N
32,Anh,Np
32,khá,R
33,Hiểu biết,N
33,tốt,A
33,về,R
33,quản trị,V
33,doanh nghiệp,N
34,Tham mưu,V
34,cho,E
34,Ban,N
34,Lãnh đạo,N
34,công ty,N
34,về,E
34,các,L
34,quyết định,N
34,liên quan,V
34,đến,E
34,lĩnh vực,N
34,Viễn thông,N
34,",",CH
34,CNTT,Np
34,và,C
34,SCADA,Np
35,+,N
35,Không ngại,V
35,đi,V
35,thị trường,N
36,Nam,Np
36,/,CH
36,nữ,N
36,",",CH
36,Tuổi,N
36,22,M
36,đến,E
36,40,M
37,QUYỀN LỢI,N
37,ĐƯỢC,Np
37,HƯỞNG,Np
38,Sử dụng,V
38,tốt,A
38,tin học,N
38,văn phòng,N
38,MS Office,Np
38,.,CH
39,3,M
39,.,CH
39,Có,V
39,kỹ năng,N
39,giao tiếp,V
39,tốt,A
39,",",CH
39,biết,V
39,cách,N
39,sắp xếp,V
39,quản lý,V
39,công việc,N
40,Nam,Np
40,.,CH
40,Tốt nghiệp,V
40,:,CH
40,Trung cấp,N
40,trở,V
40,lên,V
40,chuyên ngành,N
40,QTKD,Np
40,",",CH
40,kinh tế,N
40,",",CH
40,kế toán,N
40,…,CH
41,Tư duy,N
41,logic,V
41,;,CH
41,Có thể,R
41,làm việc,V
41,dưới,E
41,áp lực,N
41,cao,A
42,Có,V
42,ít nhất,X
42,05,M
42,năm,N
42,kinh nghiệm,N
42,liên quan,V
42,đến,E
42,xây dựng,V
42,/,CH
42,kiểm định,V
42,mô hình,N
42,rủi ro,A
42,",",CH
42,cảnh báo,V
42,sớm,A
42,trong,E
42,lĩnh vực,N
42,Tài chính,N
42,/,CH
42,Ngân hàng,N
42,;,CH
43,Đóng,V
43,BHYT,Np
43,",",CH
43,BHTN,Np
43,",",CH
43,BHXH,Np
43,",",CH
43,…,CH
44,Sự nghiệp,N
44,phát triển,V
44,nhanh,A
44,đi,V
44,cùng,C
44,với,E
44,tiềm năng,N
44,của,E
44,bạn,N
44,:,CH
44,Ở,E
44,Medici,Np
44,",",CH
44,chúng tôi,P
44,mang,V
44,đến,E
44,cơ hội,N
44,để,E
44,Bạn,Np
44,tỏa,V
44,sáng,N
44,.,CH
44,Bạn,N
44,đóng góp,V
44,ý tưởng,N
44,.,CH
44,Bạn,N
44,được,V
44,cân nhắc,V
44,ở,E
44,vị trí,N
44,xứng đáng,A
44,.,CH
44,Cơ hội,N
44,phát triển,V
44,khả năng,N
44,và,C
44,làm việc,V
44,với,E
44,các,L
44,chuyên gia,N
44,hàng đầu,N
44,:,CH
44,Chúng tôi,P
44,tự hào,V
44,là,V
44,startup,N
44,với,E
44,những,L
44,nhân sự,N
44,giàu,A
44,kinh nghiệm,N
44,từ,E
44,các,L
44,doanh nghiệp,N
44,lớn,A
44,trong,E
44,các,L
44,lĩnh vực,N
44,:,CH
44,Bảo hiểm,N
44,và,C
44,công nghệ,N
44,",",CH
44,truyền thông,N
44,và,C
44,phát triển,V
44,doanh nghiệp,N
44,.,CH
44,Môi trường,N
44,làm việc,V
44,năng động,A
44,và,C
44,đa dạng,V
44,:,CH
44,Chúng tôi,P
44,đề cao,V
44,đồng thời,R
44,coi trọng,V
44,sự,N
44,đa dạng,A
44,và,C
44,hòa nhập,V
44,.,CH
44,Chúng tôi,P
44,hướng,V
44,đến,E
44,kiến tạo,N
44,một,M
44,môi trường,N
44,làm việc,V
44,mở,V
44,và,C
44,có,V
44,tầm,N
44,nhìn,V
44,chiến lược,N
44,",",CH
44,trong,E
44,đó,P
44,bạn,N
44,là,V
44,một,M
44,nhân tố,N
44,quan trọng,A
44,và,C
44,tạo,V
44,điều kiện,N
44,cho,E
44,bạn,N
44,phát triển,V
44,mạnh mẽ,A
44,.,CH
44,Tạo,V
44,ra,V
44,ảnh hưởng,V
44,đến,E
44,xã hội,N
44,:,CH
44,Medici,Np
44,không chỉ,C
44,đặt,V
44,trọng tâm,N
44,trong,E
44,việc,N
44,bảo vệ,V
44,cuộc sống,N
44,của,E
44,hàng,R
44,triệu,M
44,người dân,N
44,và,C
44,tạo,V
44,ra,V
44,các,L
44,sáng kiến,N
44,công nghệ,N
44,",",CH
44,mà,C
44,chúng tôi,P
44,đồng thời,R
44,còn,R
44,mở rộng,V
44,tầm,N
44,nhìn,V
44,đến,E
44,các,L
44,khu vực,N
44,còn,V
44,nhiều,A
44,khó khăn,A
44,như,C
44,Đắk Nông,Np
44,",",CH
44,Lai Châu,Np
44,",",CH
44,Côn Đảo,Np
44,để,E
44,giải quyết,V
44,các,L
44,vấn đề,N
44,về,E
44,bảo hiểm,N
44,và,C
44,sức khỏe,V
44,.,CH
45,T6,N
45,+,N
45,1,M
45,ngày,N
45,T7,Np
45,trong,E
45,tháng,N
46,+,N
46,Trung thực,A
46,;,CH
46,chính xác,A
46,và,C
46,trách nhiệm,N
46,.,CH
47,Khả năng,N
47,phân tích,V
47,",",CH
47,tổng hợp,A
47,",",CH
47,lập,V
47,kế hoạch,N
47,tốt,A
48,Có,V
48,kiến thức,N
48,marketing,FW
48,căn bản,A
48,và,C
48,phân tích,V
48,thị trường,N
48,;,CH
49,Kinh nghiệm,N
49,:,CH
49,tối thiểu,N
49,2,M
49,năm,N
49,kinh nghiệm,N
49,tại,E
49,vị trí,N
49,tương đương,A
50,Được,V
50,thưởng nhân,V
50,các,L
50,ngày,N
50,lễ,N
50,",",CH
50,tết,N
50,và,C
50,các,L
50,sự kiện,N
50,đặc biệt,A
50,của,E
50,Ocean Edu,Np
50,.,CH
51,Education,Np
51,",",CH
51,Training level,V
51,:,CH
51,Bachelor’s,Np
51,degree,V
51,in,V
51,journalism,N
51,/,CH
51,media,N
51,/,CH
51,marketing,FW
51,or,N
51,related,V
51,majors,N
51,.,CH
52,Am,Np
52,hiểu,V
52,sâu sắc,A
52,về,E
52,Chuẩn mực,N
52,Kế toán,N
52,Việt Nam,Np
52,và,C
52,Luật Thuế,Np
52,Việt Nam,Np
53,Có,V
53,kinh nghiệm,N
53,làm việc,V
53,liên quan,V
53,đến,E
53,ngành,N
53,cơ khí,N
53,chế tạo,V
53,",",CH
53,robot,FW
53,",",CH
53,tự động,A
53,hóa,V
53,.,CH
54,Kỹ năng,N
54,phân tích,V
54,",",CH
54,giải quyết,V
54,vấn đề,N
54,.,CH
55,Các,L
55,hoạt động,N
55,văn hóa,V
55,",",CH
55,thiện nguyện,N
55,phong phú,A
55,và,C
55,sôi nổi,A
55,.,CH
56,Ưu tiên,N
56,ứng viên,V
56,đã,R
56,từng,R
56,hợp tác,V
56,với,E
56,nhiều,A
56,ngành hàng,N
56,",",CH
56,thương hiệu,N
56,khác,A
56,nhau,N
57,Tiếng,N
57,Anh,Nc
57,:,CH
57,giao tiếp,V
58,Thời gian,N
58,làm việc,V
58,:,CH
59,Tốt nghiệp,V
59,Đại học,N
59,hệ,N
59,chính quy,V
59,các,L
59,trường,N
59,thuộc,V
59,khối,N
59,ngành,N
59,Kế toán,N
59,/,CH
59,Kinh tế,N
59,/,CH
59,Tài chính,N
59,.,CH
60,Độ,N
60,tuổi,N
60,từ,E
60,1994,M
61,3,M
61,giá trị,N
61,cốt lõi,N
61,(,CH
61,Trách nhiệm,N
61,",",CH
61,Hợp tác,V
61,",",CH
61,Tận tâm,N
61,),CH
62,3,M
62,.,CH
62,Có,V
62,kinh nghiệm,N
62,trong,E
62,việc,N
62,xúc tiến,V
62,bán,V
62,hàng,N
62,xuất khẩu,V
62,thông qua,V
62,các,L
62,mạng,N
62,xã hội,N
62,và,C
62,các,L
62,trang,N
62,thương mại điện tử,N
62,(,CH
62,Alibaba,Np
62,",",CH
62,Amazon,Np
62,..,N
62,),CH
63,Chịu,V
63,được,R
63,áp lực,V
63,công việc,N
63,và,C
63,có,V
63,dự định,V
63,gắn bó,V
63,lâu,A
63,dàiKiến thức,A
63,&,CH
63,kỹ năng,N
63,:,CH
64,Sử dụng,V
64,thành thạo,V
64,các,L
64,phần mềm,N
64,văn phòng,N
64,;,CH
65,Kỹ năng,N
65,giao tiếp,V
65,tốt,A
65,;,CH
66,<,N
66,Bắt buộc,V
66,>,N
66,1,M
66,.,CH
66,Trình độ,N
66,học vấn,N
66,:,CH
66,Đại học2,N
66,.,CH
66,Có,V
66,ít nhất,X
66,2-3,M
66,năm,N
66,kinh nghiệm,N
66,sales B2B,V
66,cho,E
66,các,L
66,công ty,N
66,sản xuất,V
66,.,CH
66,3,M
66,.,CH
66,Kỹ năng,N
66,ngôn ngữ,N
66,:,CH
67,Yêu thích,V
67,công việc,N
67,",",CH
67,chịu,V
67,được,V
67,áp lực,N
67,công việc,N
67,",",CH
68,Có,V
68,ít nhất,X
68,từ,E
68,1,M
68,năm,N
68,kinh nghiệm thu mua,M
69,o,Nc
69,Kỹ năng,N
69,giao tiếp,V
69,để,E
69,trình bày,V
69,và,C
69,diễn giải,V
69,các,L
69,chủ đề,N
69,về,E
69,sức khỏe,N
69,và,C
69,an toàn,A
69,.,CH
70,+,N
70,Làm việc,V
70,tại,E
70,Doanh nghiệp,N
70,lớn,A
70,là,C
70,Chủ,N
70,đầu tư,V
70,",",CH
70,hoạt động,V
70,đa,V
70,ngành nghề,N
70,trong,E
70,các,L
70,lĩnh vực,N
70,:,CH
70,Bất động sản,N
70,;,CH
70,Sản xuất,V
70,công nghiệp,N
70,;,CH
70,Năng lượng,N
70,và,C
70,các,L
70,ngành,N
70,Dịch vụ,N
70,khác,A
70,.,CH
71,Demonstrated,N
71,ability,N
71,to,A
71,structure,N
71,complex,V
71,problems,N
71,",",CH
71,derive,V
71,insights,N
71,from,V
71,data,N
71,",",CH
71,and communicatewith,N
71,diverse,V
71,teams,N
71,.,CH
72,+,N
72,Tốt nghiệp,V
72,chuyên ngành,N
72,:,CH
72,tài chính,N
72,",",CH
72,kế toán,M
73,Có,V
73,kỹ năng,N
73,giao tiếp,V
73,tốt,A
73,",",CH
73,hợp tác,V
73,đối với,E
73,khách hàng,N
73,nội bộ,V
73,và,C
73,khách hàng,N
73,bên,N
73,ngoài,N
74,Thưởng,N
74,lễ,N
74,",",CH
74,tết,N
74,đầy đủ,A
74,theo,V
74,chính sách,N
74,công ty,N
74,.,CH
75,Trình độ,N
75,:,CH
75,Tốt nghiệp,V
75,Trung cấp,N
75,dược,N
75,hoặc,C
75,các,L
75,ngành,N
75,cơ khí,N
75,",",CH
75,cơ điện,N
75,",",CH
75,vận hành,V
75,thiết bị,N
75,…,CH
75,trở,V
75,lên,V
75,.,CH
76,Tiếng,N
76,Anh,Nc
76,giao tiếp,V
77,マネージメント経験,M
78,Thời gian,N
78,làm việc,V
78,:,CH
78,08,N
78,h00,M
79,*,CH
79,Link ứng,V
79,tuyển CTV,N
79,:,CH
79,http://bit.ly/Karofi,M
80,Sử dụng,V
80,thành thạo,N
80,tin học,N
80,văn phòng,N
80,",",CH
80,kỹ năng,N
80,excel,N
80,",",CH
80,phần mềm,N
80,kế toán,V
80,tốt,A
80,.,CH
81,Có,V
81,khả năng,N
81,trả lời,V
81,các,L
81,câu,N
81,hỏi,V
81,hoặc,C
81,khiếu nại,V
81,phổ biến,V
81,từ,E
81,khách hàng,N
81,",",CH
81,đồng nghiệp,N
81,và,C
81,/,CH
81,hoặc,C
81,người,N
81,giám sát,V
81,.,CH
82,Sôi nổi,A
82,",",CH
82,nhiệt tình,N
82,",",CH
82,đam mê,V
82,công việc,N
83,Kinh nghiệm,N
83,liên quan,V
83,từ,E
83,6,M
83,tháng,N
83,trở,V
83,lên,V
84,Tự động,N
84,hóa,V
84,.,CH
84,+,N
84,Tại,E
84,Bình Thuận,Np
84,:,CH
84,Nhân viên,N
84,vận hành,V
84,Nhà máy,N
84,điện,N
84,Năng lượng,M
85,Analytical,N
85,&,CH
85,Critical,Ny
85,thinking,V
85,skill,N
85,/,CH
85,Kỹ năng,N
85,Phân tích,V
85,&,CH
85,Phản biện,M
86,ưu tiên,V
86,hồ sơ,N
86,nộp,V
86,sớm,A
87,Tốt nghiệp,V
87,Đại học,N
87,Dược sĩ,N
87,",",CH
87,Bác sĩ,N
87,",",CH
87,Luật sư,N
87,",",CH
87,...,CH
88,Có,V
88,2,M
88,năm,N
88,kinh nghiệm,N
88,trở,V
88,lên,V
88,làm việc,V
88,về,E
88,các,L
88,sản phẩm,N
88,lưu hóa,V
88,cao su,N
88,",",CH
88,xốp,N
88,",",CH
88,cắt,V
88,dập,V
88,…,CH
89,BHYT,Np
89,",",CH
89,BHXH,Np
89,",",CH
89,các,L
89,quyền lợi,N
89,cơ bản,A
89,khác,A
89,của,E
89,người,N
89,lao động,V
89,.,CH
90,Trao đổi,V
90,thêm,V
90,khi,N
90,phỏng vấn,V
91,Trung thực,N
91,",",CH
91,chăm chỉ,A
91,",",CH
91,cẩn thận,A
91,",",CH
91,chủ động,N
91,trong,E
91,công việc,N
91,",",CH
91,mong muốn,V
91,rèn luyện,N
91,để,E
91,nâng,V
91,cao,A
91,kiến thức,N
91,chuyên môn,N
91,và,C
91,kinh nghiệm,N
91,quản lý,V
91,dự án,N
91,.,CH
92,Chuyên ngành,N
92,(,CH
92,Major,Np
92,),CH
92,:,CH
92,Lễ tân,N
92,",",CH
92,Hành chính,N
92,",",CH
92,Du lịch,V
92,",",CH
92,QTKD,Np
92,",",CH
92,Ngoại ngữ,N
92,",",CH
92,Kế toán,N
92,",",CH
92,…,CH
93,·,N
93,Tìm Kiếm,Np
93,và,C
93,ký,V
93,Hợp đồng,N
93,đối tác,N
93,",",CH
93,phát triển,V
93,và,C
93,quản lý,V
93,nhóm,N
93,đội ngũ,N
93,cộng tác,V
93,viêntham gia,N
93,",",CH
93,thực hiện,V
93,các,L
93,chương trình,N
93,",",CH
93,sự kiện,N
93,",",CH
93,mục tiêu,N
93,của,E
93,cấp,N
93,trên,N
93,đề,V
93,ra,V
94,01,M
94,năm,N
94,kinh nghiệm,N
94,ở,E
94,vị trí,N
94,Trưởng,Np
94,nhóm,N
94,chính sách,N
94,hoặc,C
94,02,V
94,năm,N
94,kinh nghiệm,N
94,triển khai,V
94,các,L
94,dự án,N
94,quản trị,V
94,nhân sự,N
94,hiện đại,A
94,",",CH
94,xây dựng,V
94,chính sách,N
94,nhân sự,A
94,",",CH
94,thiết kế,V
94,tổ chức,V
94,bộ máy,M
95,2,M
95,),CH
95,Tốt nghiệp,V
95,Cao đẳng,N
95,/,CH
95,Đại học,N
95,các,L
95,trường,N
95,Mỹ Thuật,Np
95,Công nghiệp,N
95,",",CH
95,Kiến trúc,N
95,",",CH
95,FPT,Np
95,…,CH
96,Tối thiểu,N
96,5,M
96,năm,N
96,kinh nghiệm,N
96,.,CH
97,Hiểu biết,V
97,về,E
97,Digital Marketing,Np
97,là,V
97,một,M
97,lợi thế,N
97,.,CH
98,QUYỀN LỢI,N
98,ỨNG VIÊN,Np
99,Được,V
99,tham gia,V
99,du lịch,V
99,cùng,C
99,công ty,N
99,và,C
99,các,L
99,hoạt động,N
99,Team,Np
100,Có,V
100,1,M
100,năm,N
100,kinh nghiệm,N
100,ở,E
100,vị trí,N
100,tương đương,A
101,1,M
101,.,CH
101,Tin học,N
101,văn phòng,N
101,tốt,A
102,THÔNG TIN,N
102,KHÁC,A
103,Làm việc,V
103,trong,E
103,môi trường,N
103,:,CH
103,Cởi mở,M
104,QUYỀN LỢI,N
104,:,CH
105,·,N
105,Kỹ năng,N
105,giải quyết,V
105,vấn đề,N
105,tốt,A
106,Được,V
106,hưởng,V
106,đầy đủ,A
106,các,L
106,chế độ,N
106,theo,V
106,quy định,N
106,của,E
106,pháp luật,N
107,·,N
107,Có,V
107,5,M
107,năm,N
107,kinh nghiệm,N
107,làm,V
107,vị trí,N
107,trưởng,N
107,phòng,N
107,Nhân sự,N
107,hoặc,C
107,các,L
107,vị trí,N
107,tương đương,A
107,;,CH
108,Tạo,V
108,động lực,N
109,Tốt nghiệp,V
109,Cao đẳng,N
109,/,CH
109,Đại học,N
109,các,L
109,chuyên ngành,N
109,Kế toán,N
109,",",CH
109,Nhân sự,N
109,",",CH
109,Luật,Np
109,hoặc,C
109,các,L
109,chuyên ngành,N
109,khác,A
109,có,V
109,liên quan,V
110,•,N
110,Ít nhất,X
110,5,M
110,năm,N
110,kinh nghiệm,N
110,quản lý,V
110,đội ngũ,N
110,bảo trì,N
110,",",CH
110,sửa chữa,V
110,",",CH
110,kỹ thuật,N
110,.,CH
111,Ưu tiên,N
111,Có,V
111,từ,E
111,1,M
111,đến,E
111,2,M
111,năm,N
111,kinh nghiệm,N
111,Customer,Np
111,Service,Np
111,/,CH
111,Purchasing,Np
111,/,CH
111,Merchadise,Np
111,/,CH
111,có,V
111,mục tiêu,N
111,làm,V
111,lâu dài,A
111,trong,E
111,ngành,N
111,may mặc,N
111,.,CH
112,Yêu cầu,N
112,:,CH
112,Nộp,V
112,hồ sơ,N
112,tiếng,N
112,Anh,Np
113,Cơ hội,N
113,được,V
113,tham gia,V
113,các,L
113,khóa,N
113,đào tạo,V
113,",",CH
113,phát triển,V
113,nghề nghiệp,N
113,và,C
113,thăng tiến,N
113,trong,E
113,công việc,N
114,Hiểu biết,V
114,về,E
114,cơ khí,N
114,chế tạo máy,N
114,",",CH
114,CNC,Np
114,",",CH
114,...,CH
115,Thưởng,Np
115,hấp dẫn,V
115,:,CH
115,thưởng,V
115,lương,N
115,tháng,N
115,13,M
115,+,N
115,thưởng,V
115,theo,V
115,đánh giá,V
115,năng lực,N
115,+,V
115,thưởng,V
115,kinh doanh,V
115,;,CH
116,Được,V
116,đóng BH,V
116,đầy đủ,A
116,sau,N
116,2,M
116,tháng,N
116,thử,V
116,việc,N
116,.,CH
117,ngân hàng,N
117,),CH
118,Kỹ năng,N
118,tư vấn,V
118,&,CH
118,chăm sóc,V
118,khách hàng,N
119,Kiến thức,N
119,triển khai,V
119,dự án,N
119,với,E
119,các,L
119,phương pháp,N
119,khác,A
119,nhau,N
119,như,C
119,agile,N
119,",",CH
119,water,M
120,Tuổi,N
120,:,CH
120,20,M
121,Có,V
121,mối,N
121,quan hệ,N
121,xã hội,N
121,rộng,A
121,",",CH
121,có,V
121,khả năng,N
121,xây dựng,V
121,và,C
121,phát triển,V
121,quan hệ,N
121,với,E
121,những,L
121,KH,Np
121,có,V
121,thu nhập,N
121,khá giả,A
121,",",CH
121,các,L
121,KH,Np
121,có,V
121,vị trí,N
121,XH,Np
121,cao,A
121,",",CH
121,...,CH
122,10,M
122,.,CH
122,Capacity,Np
122,/,CH
122,capability,N
122,planning,V
122,:,CH
122,Introductory,Np
123,Hiểu biết,V
123,các,L
123,Quy định,N
123,của,E
123,Pháp luật,N
123,đặc biệt,A
123,là,C
123,các,L
123,quy định,N
123,liên quan,V
123,đến,E
123,các,L
123,lĩnh vực,N
123,kinh doanh,V
123,của,E
123,NHBL,Np
123,;,CH
123,4,M
123,.,CH
123,Năng lực,N
123,:,CH
124,Ưu tiên,N
124,ứng viên,V
124,có,V
124,sở trường,N
124,kinh doanh,V
124,ngành,N
124,vật liệu,N
124,xây dựng,V
124,",",CH
124,tôn thép,N
124,là,V
124,một,M
124,lợi thế,N
124,.,CH
125,Giao tiếp,V
125,khéo léo,A
125,",",CH
125,tinh tế,N
125,.,CH
126,Tốt nghiệp,V
126,cao đẳng,N
126,",",CH
126,đại học,N
126,chuyên ngành,N
126,truyền thông,A
126,",",CH
126,điện ảnh,N
126,",",CH
126,công nghệ thông tin,N
126,và,C
126,các,L
126,chuyên ngành,N
126,có,V
126,liên quan,V
126,.,CH
127,Over,N
127,3,M
127,years,N
127,accounting,M
128,4,M
128,.,CH
128,Năng lực,N
128,(,CH
128,Kĩ năng,M
128,/,CH
128,Khả năng,N
128,),CH
128,:,CH
129,·,N
129,Ngoại ngữ,N
129,:,CH
129,Tiếng,N
129,anh,Nc
129,cấp độ,V
129,từ,E
129,B1,Np
129,trở,V
129,lên,V
129,hoặc,C
129,tương đương,A
130,Có,V
130,kinh nghiệm,N
130,từ,E
130,5,M
130,năm,N
130,ở,E
130,vị trí,N
130,Trưởng,Np
130,Ban,N
130,Quản lý,V
130,thiết kế,V
130,của,E
130,Chủ,N
130,đầu tư,V
131,Đọc,V
131,hiểu,V
131,bản vẽ,N
131,kỹ thuật,N
131,",",CH
131,sử dụng,V
131,thành thạo,N
131,Tin học,N
131,văn phòng,N
131,:,CH
131,Word,Np
131,",",CH
131,Excel,Np
131,",",CH
131,Các,L
131,phần mềm,N
131,thiết kế,V
131,:,CH
131,Autocad,Np
131,",",CH
131,3D max,N
131,",",CH
131,Sketchup,Np
131,",",CH
131,vray,N
131,hoặc,C
131,phần mềm,N
131,tương đương,A
132,Sử dụng,V
132,cơ bản,A
132,các,L
132,chức năng,N
132,tin học,N
132,văn phòng,N
133,Có,V
133,khả năng,N
133,viết,V
133,tốt,A
133,",",CH
133,đam mê,V
133,trong,E
133,lĩnh vực,N
133,quảng cáo,V
133,",",CH
133,thương hiệu,N
133,.,CH
134,Có,V
134,ít nhất,X
134,2,M
134,năm,N
134,kinh nghiệm,N
134,lĩnh vực,N
134,Sales B2B,Np
134,",",CH
134,hoặc,C
134,2,M
134,năm,N
134,kinh nghiệm,N
134,lĩnh vực,N
134,B2C,Np
134,",",CH
134,từng,R
134,công tác,N
134,vị trí,N
134,và,C
134,có,V
134,cùng,A
134,lĩnh vực,N
134,đèn,N
134,chiếu,N
134,sáng,A
134,là,V
134,lợi thế,N
134,.,CH
135,Có,V
135,2,M
135,năm,N
135,kinh nghiệm,N
135,trở,V
135,lên,V
135,ở,E
135,vị trí,N
135,tương đương,A
135,.,CH
136,Khả năng,N
136,tư duy,V
136,logic,N
136,.,CH
137,•,V
137,Kinh nghiệm,N
137,làm việc,V
137,trong,E
137,công ty,N
137,EPE,Np
138,Mong muốn,V
138,làm,V
138,quản lý,V
138,điều hành,V
138,công việc,N
138,chế biến,V
138,thực phẩm,N
138,",",CH
138,quản lý,V
138,chất lượng,N
138,",",CH
138,QA,Np
138,",",CH
138,QC,Np
139,Tư duy,N
139,logic,N
139,",",CH
139,sáng tạo,M
140,Có,V
140,kinh nghiệm,N
140,về,V
140,ngành hàng,V
140,gia dụng,N
140,là,V
140,1,M
140,lợi thế,N
