sentence_id,word,pos,tag
28,",",CH,O
28,chăm chỉ,A,B-Skill
28,",",CH,O
28,sáng tạo,V,B-Skill
28,.,CH,O
29,Có,V,O
29,kiến thức,N,O
29,",",CH,O
29,Am hiểu,V,O
29,về,E,O
29,môi trường,N,B-Skill
29,kinh doanh,V,I-Skill
29,đèn,N,I-Skill
29,",",CH,I-Skill
29,thiết bị,N,I-Skill
29,chiếu,N,I-Skill
29,sáng,N,I-Skill
29,là,V,O
29,lợi thế,N,O
29,.,CH,O
30,Có,V,O
30,khả năng,N,O
30,làm việc,V,B-Skill
30,độc lập,A,I-Skill
30,và,C,I-Skill
30,làm việc,V,I-Skill
30,nhóm,N,I-Skill
30,hiệu quả,N,O
30,",",CH,O
30,khả năng,N,B-Skill
30,phối hợp,V,I-Skill
30,và,C,I-Skill
30,chịu,V,I-Skill
30,được,V,I-Skill
30,áp lực,N,I-Skill
30,cao,A,I-Skill
30,.,CH,O
31,Có,V,O
31,khả năng,N,B-Skill
31,giao tiếp,V,I-Skill
31,",",CH,I-Skill
31,đàm phán,V,I-Skill
31,tốt,A,I-Skill
31,.,CH,O
32,Có,V,O
32,khả năng,N,B-Skill
32,giao tiếp,V,I-Skill
32,tiếng,N,I-Skill
32,Anh,Np,I-Skill
32,khá,R,O
33,Hiểu biết,N,B-Skill
33,tốt,A,I-Skill
33,về,R,I-Skill
33,quản trị,V,I-Skill
33,doanh nghiệp,N,I-Skill
34,Tham mưu,V,B-Skill
34,cho,E,I-Skill
34,Ban,N,I-Skill
34,Lãnh đạo,N,I-Skill
34,công ty,N,O
34,về,E,O
34,các,L,O
34,quyết định,N,O
34,liên quan,V,O
34,đến,E,O
34,lĩnh vực,N,B-Skill
34,Viễn thông,N,I-Skill
34,",",CH,I-Skill
34,CNTT,Np,I-Skill
34,và,C,I-Skill
34,SCADA,Np,I-Skill
35,+,N,O
35,Không ngại,V,O
35,đi,V,O
35,thị trường,N,O
36,Nam,Np,O
36,/,CH,O
36,nữ,N,O
36,",",CH,O
36,Tuổi,N,O
36,22,M,O
36,đến,E,O
36,40,M,O
37,QUYỀN LỢI,N,O
37,ĐƯỢC,Np,O
37,HƯỞNG,Np,O
38,Sử dụng,V,O
38,tốt,A,O
38,tin học,N,B-Skill
38,văn phòng,N,I-Skill
38,MS Office,Np,I-Skill
38,.,CH,O
39,3,M,O
39,.,CH,O
39,Có,V,O
39,kỹ năng,N,B-Skill
39,giao tiếp,V,I-Skill
39,tốt,A,I-Skill
39,",",CH,O
39,biết,V,O
39,cách,N,B-Skill
39,sắp xếp,V,I-Skill
39,quản lý,V,I-Skill
39,công việc,N,I-Skill
40,Nam,Np,O
40,.,CH,O
40,Tốt nghiệp,V,O
40,:,CH,O
40,Trung cấp,N,O
40,trở,V,O
40,lên,V,O
40,chuyên ngành,N,B-Skill
40,QTKD,Np,I-Skill
40,",",CH,I-Skill
40,kinh tế,N,I-Skill
40,",",CH,I-Skill
40,kế toán,N,I-Skill
40,…,CH,O
41,Tư duy,N,B-Skill
41,logic,V,I-Skill
41,;,CH,O
41,Có thể,R,O
41,làm việc,V,B-Skill
41,dưới,E,I-Skill
41,áp lực,N,I-Skill
41,cao,A,I-Skill
42,Có,V,O
42,ít nhất,X,O
42,5,M,O
42,năm,N,O
42,kinh nghiệm,N,B-Skill
42,liên quan,V,I-Skill
42,đến,E,I-Skill
42,xây dựng,V,I-Skill
42,/,CH,O
42,kiểm định,V,B-Skill
42,mô hình,N,I-Skill
42,rủi ro,A,I-Skill
42,",",CH,O
42,cảnh báo,V,B-Skill
42,sớm,A,I-Skill
42,trong,E,O
42,lĩnh vực,N,B-Skill
42,Tài chính,N,I-Skill
42,/,CH,I-Skill
42,Ngân hàng,N,I-Skill
42,;,CH,O
43,Đóng,V,O
43,BHYT,Np,O
43,",",CH,O
43,BHTN,Np,O
43,",",CH,O
43,BHXH,Np,O
43,",",CH,O
43,…,CH,O
44,Sự nghiệp,N,O
44,phát triển,V,O
44,nhanh,A,O
44,đi,V,O
44,cùng,C,O
44,với,E,O
44,tiềm năng,N,O
44,của,E,O
44,bạn,N,O
44,:,CH,O
44,Ở,E,O
44,Medici,Np,O
44,",",CH,O
44,chúng tôi,P,O
44,mang,V,O
44,đến,E,O
44,cơ hội,N,O
44,để,E,O
44,Bạn,Np,O
44,tỏa,V,O
44,sáng,N,O
44,.,CH,O
44,Bạn,N,O
44,đóng góp,V,B-Skill
44,ý tưởng,N,I-Skill
44,.,CH,O
44,Bạn,N,O
44,được,V,O
44,cân nhắc,V,O
44,ở,E,O
44,vị trí,N,O
44,xứng đáng,A,O
44,.,CH,O
44,Cơ hội,N,O
44,phát triển,V,O
44,khả năng,N,O
44,và,C,O
44,làm việc,V,O
44,với,E,O
44,các,L,O
44,chuyên gia,N,O
44,hàng đầu,N,O
44,:,CH,O
44,Chúng tôi,P,O
44,tự hào,V,O
44,là,V,O
44,startup,N,O
44,với,E,O
44,những,L,O
44,nhân sự,N,O
44,giàu,A,O
44,kinh nghiệm,N,O
44,từ,E,O
44,các,L,O
44,doanh nghiệp,N,O
44,lớn,A,O
44,trong,E,O
44,các,L,O
44,lĩnh vực,N,B-Skill
44,:,CH,I-Skill
44,Bảo hiểm,N,I-Skill
44,và,C,I-Skill
44,công nghệ,N,I-Skill
44,",",CH,I-Skill
44,truyền thông,N,I-Skill
44,và,C,I-Skill
44,phát triển,V,I-Skill
44,doanh nghiệp,N,I-Skill
44,.,CH,O
44,Môi trường,N,O
44,làm việc,V,O
44,năng động,A,B-Skill
44,và,C,O
44,đa dạng,V,O
44,:,CH,O
44,Chúng tôi,P,O
44,đề cao,V,O
44,đồng thời,R,O
44,coi trọng,V,O
44,sự,N,O
44,đa dạng,A,O
44,và,C,O
44,hòa nhập,V,O
44,.,CH,O
44,Chúng tôi,P,O
44,hướng,V,O
44,đến,E,O
44,kiến tạo,N,O
44,một,M,O
44,môi trường,N,O
44,làm việc,V,O
44,mở,V,O
44,và,C,O
44,có,V,O
44,tầm,N,O
44,nhìn,V,O
44,chiến lược,N,O
44,",",CH,O
44,trong,E,O
44,đó,P,O
44,bạn,N,O
44,là,V,O
44,một,M,O
44,nhân tố,N,O
44,quan trọng,A,O
44,và,C,O
44,tạo,V,O
44,điều kiện,N,O
44,cho,E,O
44,bạn,N,O
44,phát triển,V,O
44,mạnh mẽ,A,O
44,.,CH,O
44,Tạo,V,B-Skill
44,ra,V,I-Skill
44,ảnh hưởng,V,I-Skill
44,đến,E,I-Skill
44,xã hội,N,I-Skill
44,:,CH,O
44,Medici,Np,O
44,không chỉ,C,O
44,đặt,V,O
44,trọng tâm,N,O
44,trong,E,O
44,việc,N,O
44,bảo vệ,V,O
44,cuộc sống,N,O
44,của,E,O
44,hàng,R,O
44,triệu,M,O
44,người dân,N,O
44,và,C,O
44,tạo,V,O
44,ra,V,O
44,các,L,O
44,sáng kiến,N,O
44,công nghệ,N,O
44,",",CH,O
44,mà,C,O
44,chúng tôi,P,O
44,đồng thời,R,O
44,còn,R,O
44,mở rộng,V,O
44,tầm,N,O
44,nhìn,V,O
44,đến,E,O
44,các,L,O
44,khu vực,N,O
44,còn,V,O
44,nhiều,A,O
44,khó khăn,A,O
44,như,C,O
44,Đắk Nông,Np,O
44,",",CH,O
44,Lai Châu,Np,O
44,",",CH,O
44,Côn Đảo,Np,O
44,để,E,O
44,giải quyết,V,O
44,các,L,O
44,vấn đề,N,O
44,về,E,O
44,bảo hiểm,N,O
44,và,C,O
44,sức khỏe,V,O
44,.,CH,O
45,T6,N,O
45,+,N,O
45,1,M,O
45,ngày,N,O
45,T7,Np,O
45,trong,E,O
45,tháng,N,O
46,+,N,O
46,Trung thực,A,B-Skill
46,;,CH,O
46,chính xác,A,B-Skill
46,và,C,I-Skill
46,trách nhiệm,N,I-Skill
46,.,CH,O
47,Khả năng,N,B-Skill
47,phân tích,V,I-Skill
47,",",CH,O
47,tổng hợp,A,B-Skill
47,",",CH,O
47,lập,V,B-Skill
47,kế hoạch,N,I-Skill
47,tốt,A,I-Skill
48,Có,V,O
48,kiến thức,N,B-Skill
48,marketing,FW,I-Skill
48,căn bản,A,O
48,và,C,O
48,phân tích,V,B-Skill
48,thị trường,N,I-Skill
48,;,CH,O
49,Kinh nghiệm,N,O
49,:,CH,O
49,tối thiểu,N,O
49,2,M,O
49,năm,N,O
49,kinh nghiệm,N,O
49,tại,E,O
49,vị trí,N,O
49,tương đương,A,O
50,Được,V,O
50,thưởng nhân,V,O
50,các,L,O
50,ngày,N,O
50,lễ,N,O
50,",",CH,O
50,tết,N,O
50,và,C,O
50,các,L,O
50,sự kiện,N,O
50,đặc biệt,A,O
50,của,E,O
50,Ocean Edu,Np,O
50,.,CH,O
52,Am,Np,O
52,hiểu,V,O
52,sâu sắc,A,O
52,về,E,B-Skill
52,Chuẩn mực,N,I-Skill
52,Kế toán,N,I-Skill
52,Việt Nam,Np,I-Skill
52,và,C,I-Skill
52,Luật Thuế,Np,I-Skill
52,Việt Nam,Np,I-Skill
53,Có,V,O
53,kinh nghiệm,N,O
53,làm việc,V,B-Skill
53,liên quan,V,I-Skill
53,đến,E,I-Skill
53,ngành,N,I-Skill
53,cơ khí,N,I-Skill
53,chế tạo,V,I-Skill
53,",",CH,I-Skill
53,robot,FW,I-Skill
53,",",CH,I-Skill
53,tự động,A,I-Skill
53,hóa,V,I-Skill
53,.,CH,O
54,Kỹ năng,N,B-Skill
54,phân tích,V,I-Skill
54,",",CH,O
54,giải quyết,V,B-Skill
54,vấn đề,N,I-Skill
54,.,CH,O
55,Các,L,O
55,hoạt động,N,O
55,văn hóa,V,O
55,",",CH,O
55,thiện nguyện,N,O
55,phong phú,A,O
55,và,C,O
55,sôi nổi,A,O
55,.,CH,O
56,Ưu tiên,N,O
56,ứng viên,V,O
56,đã,R,O
56,từng,R,O
56,hợp tác,V,B-Skill
56,với,E,I-Skill
56,nhiều,A,I-Skill
56,ngành hàng,N,I-Skill
56,",",CH,I-Skill
56,thương hiệu,N,I-Skill
56,khác,A,O
56,nhau,N,O
57,Tiếng,N,B-Skill
57,Anh,Nc,I-Skill
57,:,CH,O
57,giao tiếp,V,B-Skill
58,Thời gian,N,O
58,làm việc,V,O
58,:,CH,O
59,Tốt nghiệp,V,O
59,Đại học,N,O
59,hệ,N,O
59,chính quy,V,O
59,các,L,O
59,trường,N,O
59,thuộc,V,O
59,khối,N,O
59,ngành,N,B-Skill
59,Kế toán,N,I-Skill
59,/,CH,I-Skill
59,Kinh tế,N,I-Skill
59,/,CH,I-Skill
59,Tài chính,N,I-Skill
59,.,CH,O
60,Độ,N,O
60,tuổi,N,O
60,từ,E,O
60,1994,M,O
61,3,M,O
61,giá trị,N,O
61,cốt lõi,N,O
61,(,CH,O
61,Trách nhiệm,N,B-Skill
61,",",CH,O
61,Hợp tác,V,B-Skill
61,",",CH,O
61,Tận tâm,N,B-Skill
61,),CH,O
62,3,M,O
62,.,CH,O
62,Có,V,O
62,kinh nghiệm,N,O
62,trong,E,O
62,việc,N,O
62,xúc tiến,V,B-Skill
62,bán,V,I-Skill
62,hàng,N,I-Skill
62,xuất khẩu,V,I-Skill
62,thông qua,V,I-Skill
62,các,L,I-Skill
62,mạng,N,I-Skill
62,xã hội,N,I-Skill
62,và,C,I-Skill
62,các,L,I-Skill
62,trang,N,I-Skill
62,thương mại điện tử,N,I-Skill
62,(,CH,O
62,Alibaba,Np,B-Skill
62,",",CH,O
62,Amazon,Np,B-Skill
62,..,N,O
62,),CH,O
63,Chịu,V,B-Skill
63,được,R,I-Skill
63,áp lực,V,I-Skill
63,công việc,N,I-Skill
63,và,C,O
63,có,V,O
63,dự định,V,O
63,gắn bó,V,O
63,lâu,A,O
63,dàiKiến thức,A,O
63,&,CH,O
63,kỹ năng,N,O
63,:,CH,O
64,Sử dụng,V,O
64,thành thạo,V,B-Skill
64,các,L,I-Skill
64,phần mềm,N,I-Skill
64,văn phòng,N,I-Skill
64,;,CH,O
65,Kỹ năng,N,B-Skill
65,giao tiếp,V,I-Skill
65,tốt,A,I-Skill
65,;,CH,O
66,<,N,O
66,Bắt buộc,V,O
66,>,N,O
66,1,M,O
66,.,CH,O
66,Trình độ,N,O
66,học vấn,N,O
66,:,CH,O
66,Đại học2,N,O
66,.,CH,O
66,Có,V,O
66,ít nhất,X,O
66,2-3,M,O
66,năm,N,O
66,kinh nghiệm,N,B-Skill
66,sales B2B,V,I-Skill
66,cho,E,I-Skill
66,các,L,I-Skill
66,công ty,N,I-Skill
66,sản xuất,V,I-Skill
66,.,CH,O
66,3,M,O
66,.,CH,O
66,Kỹ năng,N,B-Skill
66,ngôn ngữ,N,I-Skill
66,:,CH,O
67,Yêu thích,V,O
67,công việc,N,O
67,",",CH,O
67,chịu,V,O
67,được,V,O
67,áp lực,N,O
67,công việc,N,O
67,",",CH,O
68,Có,V,O
68,ít nhất,X,O
68,từ,E,O
68,1,M,O
68,năm,N,O
68,kinh nghiệm thu mua,M,B-Skill
69,o,Nc,O
69,Kỹ năng,N,B-Skill
69,giao tiếp,V,I-Skill
69,để,E,O
69,trình bày,V,O
69,và,C,O
69,diễn giải,V,O
69,các,L,O
69,chủ đề,N,B-Skill
69,về,E,I-Skill
69,sức khỏe,N,I-Skill
69,và,C,I-Skill
69,an toàn,A,I-Skill
69,.,CH,O
70,+,N,O
70,Làm việc,V,B-Skill
70,tại,E,I-Skill
70,Doanh nghiệp,N,I-Skill
70,lớn,A,O
70,là,C,O
70,Chủ,N,O
70,đầu tư,V,O
70,",",CH,O
70,hoạt động,V,B-Skill
70,đa,V,I-Skill
70,ngành nghề,N,I-Skill
70,trong,E,O
70,các,L,O
70,lĩnh vực,N,B-Skill
70,:,CH,I-Skill
70,Bất động sản,N,I-Skill
70,;,CH,I-Skill
70,Sản xuất,V,I-Skill
70,công nghiệp,N,I-Skill
70,;,CH,I-Skill
70,Năng lượng,N,I-Skill
70,và,C,I-Skill
70,các,L,I-Skill
70,ngành,N,I-Skill
70,Dịch vụ,N,I-Skill
70,khác,A,O
70,.,CH,O
72,+,N,O
72,Tốt nghiệp,V,O
72,chuyên ngành,N,B-Skill
72,:,CH,I-Skill
72,tài chính,N,I-Skill
72,",",CH,I-Skill
72,kế toán,M,I-Skill
73,Có,V,O
73,kỹ năng,N,B-Skill
73,giao tiếp,V,I-Skill
73,tốt,A,O
73,",",CH,O
73,hợp tác,V,B-Skill
73,đối với,E,I-Skill
73,khách hàng,N,I-Skill
73,nội bộ,V,O
73,và,C,O
73,khách hàng,N,O
73,bên,N,O
73,ngoài,N,O
74,Thưởng,N,O
74,lễ,N,O
74,",",CH,O
74,tết,N,O
74,đầy đủ,A,O
74,theo,V,O
74,chính sách,N,O
74,công ty,N,O
74,.,CH,O
75,Trình độ,N,O
75,:,CH,O
75,Tốt nghiệp,V,O
75,Trung cấp,N,O
75,dược,N,B-Skill
75,hoặc,C,O
75,các,L,O
75,ngành,N,B-Skill
75,cơ khí,N,I-Skill
75,",",CH,O
75,cơ điện,N,B-Skill
75,",",CH,O
75,vận hành,V,B-Skill
75,thiết bị,N,I-Skill
75,…,CH,O
75,trở,V,O
75,lên,V,O
75,.,CH,O
76,Tiếng,N,B-Skill
76,Anh,Nc,I-Skill
76,giao tiếp,V,I-Skill
78,Thời gian,N,O
78,làm việc,V,O
78,:,CH,O
78,8,N,O
78,h00,M,O
79,*,CH,O
79,Link ứng,V,O
79,tuyển CTV,N,O
79,:,CH,O
79,http://bit.ly/Karofi,M,O
80,Sử dụng,V,O
80,thành thạo,N,B-Skill
80,tin học,N,I-Skill
80,văn phòng,N,I-Skill
80,",",CH,O
80,kỹ năng,N,B-Skill
80,excel,N,I-Skill
80,",",CH,O
80,phần mềm,N,B-Skill
80,kế toán,V,I-Skill
80,tốt,A,O
80,.,CH,O
81,Có,V,O
81,khả năng,N,B-Skill
81,trả lời,V,I-Skill
81,các,L,I-Skill
81,câu,N,I-Skill
81,hỏi,V,I-Skill
81,hoặc,C,I-Skill
81,khiếu nại,V,I-Skill
81,phổ biến,V,O
81,từ,E,O
81,khách hàng,N,O
81,",",CH,O
81,đồng nghiệp,N,O
81,và,C,O
81,/,CH,O
81,hoặc,C,O
81,người,N,O
81,giám sát,V,O
81,.,CH,O
82,Sôi nổi,A,B-Skill
82,",",CH,O
82,nhiệt tình,N,B-Skill
82,",",CH,O
82,đam mê,V,B-Skill
82,công việc,N,I-Skill
83,Kinh nghiệm,N,O
83,liên quan,V,O
83,từ,E,O
83,6,M,O
83,tháng,N,O
83,trở,V,O
83,lên,V,O
84,Tự động,N,B-Skill
84,hóa,V,I-Skill
84,.,CH,O
84,+,N,O
84,Tại,E,O
84,Bình Thuận,Np,O
84,:,CH,O
84,Nhân viên,N,O
84,vận hành,V,B-Skill
84,Nhà máy,N,I-Skill
84,điện,N,I-Skill
84,Năng lượng,M,I-Skill
85,Kỹ năng,N,B-Skill
85,Phân tích,V,I-Skill
85,&,CH,I-Skill
85,Phản biện,M,I-Skill
86,ưu tiên,V,O
86,hồ sơ,N,O
86,nộp,V,O
86,sớm,A,O
87,Tốt nghiệp,V,O
87,Đại học,N,B-Skill
87,Dược sĩ,N,I-Skill
87,",",CH,I-Skill
87,Bác sĩ,N,I-Skill
87,",",CH,I-Skill
87,Luật sư,N,I-Skill
87,",",CH,O
87,...,CH,O
88,Có,V,O
88,2,M,O
88,năm,N,O
88,kinh nghiệm,N,O
88,trở,V,O
88,lên,V,O
88,làm việc,V,O
88,về,E,O
88,các,L,O
88,sản phẩm,N,B-Skill
88,lưu hóa,V,I-Skill
88,cao su,N,I-Skill
88,",",CH,I-Skill
88,xốp,N,I-Skill
88,",",CH,I-Skill
88,cắt,V,I-Skill
88,dập,V,O
88,…,CH,O
89,BHYT,Np,O
89,",",CH,O
89,BHXH,Np,O
89,",",CH,O
89,các,L,O
89,quyền lợi,N,O
89,cơ bản,A,O
89,khác,A,O
89,của,E,O
89,người,N,O
89,lao động,V,O
89,.,CH,O
90,Trao đổi,V,O
90,thêm,V,O
90,khi,N,O
90,phỏng vấn,V,O
91,Trung thực,N,B-Skill
91,",",CH,O
91,chăm chỉ,A,B-Skill
91,",",CH,O
91,cẩn thận,A,B-Skill
91,",",CH,O
91,chủ động,N,B-Skill
91,trong,E,I-Skill
91,công việc,N,I-Skill
91,",",CH,O
91,mong muốn,V,B-Skill
91,rèn luyện,N,I-Skill
91,để,E,O
91,nâng,V,O
91,cao,A,O
91,kiến thức,N,O
91,chuyên môn,N,O
91,và,C,O
91,kinh nghiệm,N,B-Skill
91,quản lý,V,I-Skill
91,dự án,N,I-Skill
91,.,CH,O
92,Chuyên ngành,N,O
92,(,CH,O
92,Major,Np,O
92,),CH,O
92,:,CH,O
92,Lễ tân,N,B-Skill
92,",",CH,O
92,Hành chính,N,B-Skill
92,",",CH,O
92,Du lịch,V,B-Skill
92,",",CH,O
92,QTKD,Np,B-Skill
92,",",CH,O
92,Ngoại ngữ,N,B-Skill
92,",",CH,O
92,Kế toán,N,B-Skill
92,",",CH,O
92,…,CH,O
93,·,N,O
93,Tìm Kiếm,Np,B-Skill
93,và,C,I-Skill
93,ký,V,I-Skill
93,Hợp đồng,N,I-Skill
93,đối tác,N,I-Skill
93,",",CH,O
93,phát triển,V,B-Skill
93,và,C,I-Skill
93,quản lý,V,I-Skill
93,nhóm,N,I-Skill
93,đội ngũ,N,I-Skill
93,cộng tác,V,O
93,viêntham gia,N,O
93,",",CH,O
93,thực hiện,V,O
93,các,L,O
93,chương trình,N,O
93,",",CH,O
93,sự kiện,N,O
93,",",CH,O
93,mục tiêu,N,O
93,của,E,O
93,cấp,N,O
93,trên,N,O
93,đề,V,O
93,ra,V,O
94,1,M,O
94,năm,N,O
94,kinh nghiệm,N,O
94,ở,E,O
94,vị trí,N,O
94,Trưởng,Np,B-Skill
94,nhóm,N,I-Skill
94,chính sách,N,I-Skill
94,hoặc,C,O
94,2,V,O
94,năm,N,O
94,kinh nghiệm,N,B-Skill
94,triển khai,V,I-Skill
94,các,L,I-Skill
94,dự án,N,I-Skill
94,quản trị,V,I-Skill
94,nhân sự,N,I-Skill
94,hiện đại,A,O
94,",",CH,O
94,xây dựng,V,B-Skill
94,chính sách,N,I-Skill
94,nhân sự,A,I-Skill
94,",",CH,O
94,thiết kế,V,B-Skill
94,tổ chức,V,I-Skill
94,bộ máy,M,I-Skill
95,2,M,O
95,),CH,O
95,Tốt nghiệp,V,O
95,Cao đẳng,N,O
95,/,CH,O
95,Đại học,N,O
95,các,L,O
95,trường,N,O
95,Mỹ Thuật,Np,B-Skill
95,Công nghiệp,N,I-Skill
95,",",CH,O
95,Kiến trúc,N,B-Skill
95,",",CH,O
95,FPT,Np,B-Skill
95,…,CH,O
96,Tối thiểu,N,O
96,5,M,O
96,năm,N,O
96,kinh nghiệm,N,O
96,.,CH,O
97,Hiểu biết,V,B-Skill
97,về,E,I-Skill
97,Digital Marketing,Np,I-Skill
97,là,V,O
97,một,M,O
97,lợi thế,N,O
97,.,CH,O
98,QUYỀN LỢI,N,O
98,ỨNG VIÊN,Np,O
99,Được,V,O
99,tham gia,V,O
99,du lịch,V,O
99,cùng,C,O
99,công ty,N,O
99,và,C,O
99,các,L,O
99,hoạt động,N,O
99,Team,Np,O
100,Có,V,O
100,1,M,O
