sentence_ID,word,pos
19,Ngân hàng,N
19,",",CH
19,Kế toán,N
19,–,CH
19,kiểm toán,N
19,",",CH
19,Quản trị,V
19,rủi ro,A
19,",",CH
19,Toán,Np
19,kinh tế,N
19,và,C
19,các,L
19,ngành,N
19,tương đương,A
20,2,M
20,năm,N
20,kinh nghiệm,N
20,trong,E
20,mảng,Nc
20,Tài chính,N
20,quản trị,V
20,hoặc,C
20,\,V
20,xa0Rủi ro,V
20,dòng,N
20,tiền,N
20,và,C
20,thanh khoản,V
20,tại,E
20,tổ chức,V
20,Ngân hàng,N
20,/,CH
20,Tài chính,N
20,",",CH
20,ALCO,Np
20,",",CH
20,Balance,Np
20,sheet,M
21,Sử dụng,V
21,thành thạo,V
21,các,L
21,công cụ,N
21,phân tích,V
21,",",CH
21,xử lý,V
21,dữ liệu,N
21,(,CH
21,Excel,Np
21,",",CH
21,SQL,Np
21,",",CH
21,python,N
21,",",CH
21,…,CH
21,),CH
22,Kỹ năng,N
22,quản lý,V
22,công việc,N
22,",",CH
22,chịu,V
22,được,V
22,áp lực,N
22,cao,A
22,trong,E
22,công việc,N
23,Kỹ năng,N
23,làm việc,V
23,nhóm,N
23,",",CH
23,phân tích,V
23,&,CH
23,xử lý,V
23,vấn đề,N
24,Nhạy bén,V
24,với,E
24,các,L
24,con số,N
24,và,C
24,rủi ro,A
25,Tốt nghiệp,V
25,từ,E
25,Đại học,N
25,trở,V
25,lên,V
25,",",CH
25,\ xa0chuyên,N
25,ngành,N
25,CNTT,Np
25,",",CH
25,Điện tử,N
25,viễn thông,N
25,\ xa0hoặc,V
25,các,L
25,chuyên ngành,N
25,tương đương,A
26,Kỹ năng,N
26,:,CH
26,\ xa0,N
26,\ r,V
26,\ n,N
26,\ t,V
26,\,N
26,nThành thạo,V
26,tối thiểu,N
26,1,M
26,công cụ,N
26,quản lý,V
26,",",CH
26,khai thác,V
26,dữ liệu,N
26,(,CH
26,PL SQL,Np
26,",",CH
26,NoSQL,Np
26,",",CH
26,…,CH
26,),CH
26,\,V
26,nThành thạo,N
26,tối thiểu,A
26,01,V
26,công cụ,N
26,chuyển đổi,V
26,dữ liệu,N
26,\ nTriển,V
26,khai,V
26,một,M
26,trong,E
26,các,L
26,dự án,N
26,Data Warehouse,Np
26,",",CH
26,Data Governance,Np
26,",",CH
26,Data Quality,Np
26,",",CH
26,Làm,V
26,sạch,A
26,dữ liệu,N
26,",",CH
26,Data Management,Np
26,",",CH
26,Dự án,N
26,chuyển đổi,N
26,CoreBanking,Np
27,Thành thạo,N
27,tối thiểu,A
27,1,M
27,công cụ,N
27,quản lý,V
27,",",CH
27,khai thác,V
27,dữ liệu,N
27,(,CH
27,PL SQL,Np
27,",",CH
27,NoSQL,Np
27,",",CH
27,…,CH
27,),CH
28,Thành thạo,N
28,tối thiểu,A
28,01,N
28,công cụ,V
28,chuyển đổi,N
28,dữ liệu,M
29,Triển khai,V
29,một,M
29,trong,E
29,các,L
29,dự án,N
29,Data Warehouse,Np
29,",",CH
29,Data Governance,Np
29,",",CH
29,Data Quality,Np
29,",",CH
29,Làm,V
29,sạch,A
29,dữ liệu,N
29,",",CH
29,Data Management,Np
29,",",CH
29,Dự án,N
29,chuyển đổi,N
29,CoreBanking,Np
30,Kinh nghiệm,N
30,:,CH
30,\ r,N
30,\ n,N
30,\ t,V
30,\,N
30,nTối thiểu,V
30,03,N
30,năm,M
30,kinh nghiệm,N
30,trong,E
30,lĩnh vực,N
30,Ngân hàng,N
30,/,CH
30,Tài chính,N
30,\,V
30,nƯu tiên,N
30,có,V
30,kinh nghiệm,N
30,làm việc,V
30,hệ thống,N
30,CRM,Np
30,/,CH
30,CRM,Np
30,SAP,Np
30,\ nCó,V
30,kinh nghiệm,N
30,ở,E
30,vị trí,N
30,Chuyên viên,N
30,Quản lý,V
30,Kho,Np
30,dữ liệu,V
30,và,C
30,mô hình,N
30,dữ liệu,N
30,/,CH
30,Phân tích,V
30,dữ liệu,N
30,/,CH
30,Phân tích,V
30,yêu cầu,V
30,nghiệp vụ,N
30,(,CH
30,BA,M
30,),CH
31,Tối thiểu,N
31,03,V
31,năm,N
31,kinh nghiệm,N
31,trong,E
31,lĩnh vực,N
31,Ngân hàng,N
31,/,CH
31,Tài chính,N
32,Ưu tiên,N
32,có,V
32,kinh nghiệm,N
32,làm việc,V
32,hệ thống,N
32,CRM,Np
32,/,CH
32,CRM,Np
32,SAP,Np
33,Có,V
33,kinh nghiệm,N
33,ở,E
33,vị trí,N
33,Chuyên viên,N
33,Quản lý,V
33,Kho,Np
33,dữ liệu,V
33,và,C
33,mô hình,N
33,dữ liệu,N
33,/,CH
33,Phân tích,V
33,dữ liệu,N
33,/,CH
33,Phân tích,V
33,yêu cầu,V
33,nghiệp vụ,N
33,(,CH
33,BA,M
33,),CH
34,Ưu tiên,V
34,:,CH
34,Ứng viên,N
34,có,V
34,chứng chỉ,N
34,liên quan,V
34,đến,E
34,Data Governance,Np
34,",",CH
34,Data Quality,Np
34,",",CH
34,Data,Np
34,Management,Np
35,Tốt nghiệp,V
35,cao đẳng,N
35,chuyên ngành,N
35,điều dưỡng,V
35,trở,V
35,lên,V
35,",",CH
35,có,V
35,chứng chỉ,N
35,quản lý,V
35,điều dưỡng,N
35,;,CH
35,.,CH
36,Có,V
36,chứng chỉ,N
36,hành nghề,V
36,",",CH
36,có,V
36,kinh nghiệm,N
36,5,M
36,năm,N
36,làm,V
36,điều dưỡng,N
36,trưởng,N
36,phòng khám,N
36,/,CH
36,bệnh viện,N
36,hoặc,C
36,điều dưỡng,V
36,trưởng,N
36,khoa,N
36,nội trú,N
36,ở,E
36,bệnh viện,N
36,có,V
36,từ,E
36,10,M
36,điều dưỡng viên,N
36,trở,V
36,lên,V
36,;,CH
37,Tin học,N
37,văn phòng,N
37,cơ bản,A
37,",",CH
37,có thể,R
37,sử dụng,V
38,Tiếng,N
38,Anh,Nc
38,giao tiếp,V
38,và,C
38,kỹ năng,N
38,tin học,N
38,văn phòng,N
38,cơ bản,A
39,Ưu tiên,V
39,ứng viên,N
39,đã,R
39,có,V
39,kinh nghiệm,N
39,tương đương,A
39,tại,E
39,các,L
39,Bệnh viện,N
39,",",CH
39,Phòng khám,N
39,quốc tế,A
39,;,CH
39,ưu tiên,V
39,bằng,E
39,đại học,N
39,",",CH
39,sau đại học,N
39,.,CH
40,Trình độ,N
40,học vấn,N
40,:,CH
40,Đại học,N
40,trở,V
40,lên,V
41,Chuyên môn,N
41,:,CH
41,QTKD,Np
41,",",CH
41,Marketing,Np
41,hoặc,C
41,chuyên nganh,V
41,khách,N
41,có,V
41,liên quan,V
41,.,CH
42,Kinh ngiệm,N
42,:,CH
42,Ưu tiên,N
42,có,V
42,kinh nghiệm,N
42,ở,E
42,vị trí,N
42,tương đương,A
42,và,C
42,cùng,A
42,ngành nghề,M
43,Khả năng,N
43,:,CH
44,Trình độ,N
44,ngoại ngữ,N
44,:,CH
44,Giao tiếp,V
44,tiếng,N
44,Anh,Np
44,thành thạo,M
45,Trình độ,N
45,tin học,N
45,:,CH
45,Thành thạo,N
45,tin học,N
45,văn phòng,N
45,(,CH
45,Word,Np
45,",",CH
45,Excel,Np
45,",",CH
45,Power point,N
45,",",CH
45,Internet,FW
45,",",CH
45,Outlook,Np
45,…,CH
45,),CH
46,Nhạy bén,V
46,với,E
46,số liệu,N
46,",",CH
46,khả năng,N
46,tư duy,V
46,logic,N
46,tốt,A
47,Kỹ năng,N
47,giao tiếp,V
47,:,CH
47,nói,V
47,và,C
47,viết,V
47,thông thạo,N
47,",",CH
47,trôi chảy,V
47,tiếng,N
47,Việt,Np
47,",",CH
47,.,CH
47,Truyền đạt,N
47,",",CH
47,chuyển tải,V
47,suôn sẻ,N
47,",",CH
47,mạch lạc,V
47,các,L
47,thông điệp,N
47,đến,E
47,người,N
47,nghe,V
47,.,CH
48,Kỹ năng,N
48,trình bày,V
48,:,CH
48,đạt,V
48,được,R
48,tính,V
48,mạch lạc,N
48,",",CH
48,rõ,A
48,rang,N
48,",",CH
48,có,V
48,trọng tâm,N
48,và,C
48,logic,M
49,Kỹ năng,N
49,xây dựng,V
49,đội ngũ,N
49,:,CH
49,vận dụng,N
49,hiểu,V
49,quả,T
49,",",CH
49,kỹ năng,N
49,động viên,V
49,",",CH
49,khuyến khích,V
49,",",CH
49,xây dựng,V
49,tinh thần,N
49,kỹ luật,A
49,",",CH
49,đoàn kết,V
49,hướng,N
49,đến,E
49,mục tiêu,N
49,chung,A
49,và,C
49,hiệu quả,N
49,công việc,N
49,.,CH
50,Kỹ năng,N
50,quản lý,V
50,",",CH
50,đào tạo,V
50,",",CH
50,huấn luyện,V
50,",",CH
50,xây dựng,V
50,kế hoạch,N
51,Kỹ năng,N
51,giao,V
51,việc,N
51,cho,E
51,nhân viên,N
52,Kỹ năng,N
52,lắng nghe,V
52,",",CH
52,kỹ năng,N
52,giải quyết,V
52,vấn đề,N
53,Kỹ năng,N
53,đàm phán,V
53,",",CH
53,thương lượng,V
53,",",CH
53,giao tiếp,V
53,tốt,A
54,Kỹ năng,N
54,làm việc,V
54,độc lập,A
54,hoặc,C
54,theo,V
54,nhóm,N
54,",",CH
54,làm việc,V
54,dưới,E
54,áp lực,N
54,cao,A
55,Phẩm chất,N
55,cá nhân,N
55,:,CH
56,Nhanh nhẹn,A
56,",",CH
56,linh hoạt,M
57,Tính liêm,N
57,chính,T
57,",",CH
57,trung thực,A
57,:,CH
57,Khả năng,N
57,cam kết,V
57,duy trì,V
57,tinh thần,N
57,trung thực,A
57,",",CH
57,các,L
57,hành vi,N
57,mang,V
57,tính,N
57,xã hội,N
57,có,V
57,liên quan,V
57,đến,E
57,đạo đức,N
57,",",CH
57,và,C
57,giá trị,N
57,công ty,N
57,.,CH
57,Bám,V
57,sát,A
57,vào,E
57,các,L
57,quy tắc,N
57,và,C
57,trung thực,A
57,",",CH
57,tự tin,V
57,vào,E
57,bản thân,N
57,và,C
57,công việc,N
57,cao,A
57,.,CH
58,Có,V
58,tinh thần,N
58,",",CH
58,thái độ,N
58,và,C
58,suy nghĩ,V
58,tích cực,A
58,.,CH
59,Có,V
59,óc,N
59,quan sát,V
59,",",CH
59,phân tích,V
59,",",CH
59,tổ chức,V
59,và,C
59,phối hợp,V
59,hiệu quả,N
59,trong,E
59,công việc,N
59,.,CH
60,Làm việc,V
60,độc lập,A
60,và,C
60,hướng,N
60,đến,V
60,hiệu quả,N
61,Ưu tiên,V
61,ứng viên,N
61,đã,R
61,có,V
61,kinh nghiệm,N
61,làm,V
61,thẩm định,V
61,điện thoại,N
61,tại,E
61,các,L
61,tổ chức,N
61,tài chính,N
61,",",CH
61,ngân hàng,N
61,.,CH
62,Ứng viên,N
62,đã,R
62,có,V
62,kinh nghiệm,N
62,xét duyệt,V
62,hồ sơ,N
62,tín dụng,N
62,",",CH
62,đặc biệt,A
62,trong,E
62,lĩnh vực,N
62,tài chính,N
62,tiêu dùng,V
62,là,V
62,một,M
62,lợi thế,N
62,.,CH
63,Tư duy,N
63,độc lập,A
63,",",CH
63,làm việc,V
63,trung thực,A
63,khách quan,A
63,.,CH
64,Kỹ năng,N
64,giao tiếp,V
64,qua,E
64,điện thoại,N
64,chuyên nghiệp,A
64,.,CH
65,Giọng,N
65,nói,V
65,tốt,A
65,",",CH
65,không,R
65,ngọng,V
65,.,CH
66,Kỹ năng,N
66,quản lý,V
66,thời gian,N
66,",",CH
66,sắp xếp,V
66,công việc,N
66,tốt,A
66,.,CH
67,Kỹ năng,N
67,phân tích,V
67,",",CH
67,đánh giá,V
67,và,C
67,phát hiện,V
67,rủi ro,A
67,.,CH
68,Khả năng,N
68,làm việc,V
68,dưới,E
68,áp lực,N
68,cao,A
68,.,CH
69,Sử dụng,V
69,thành thạo,N
69,kỹ năng,N
69,tin học,N
69,văn phòng,N
69,.,CH
70,Mức,N
70,lương,N
70,cạnh tranh,M
71,Được,V
71,ký HĐLĐ,N
71,",",CH
71,đầy đủ,A
71,chế độ,N
71,theo,V
71,quy định,N
71,nhà nước,N
72,Được,V
72,đào tạo,V
72,kiến thức,N
72,",",CH
72,năng lực,N
72,thẩm định,V
73,Tốt nghiệp,V
73,Đại học,N
73,trở,V
73,lên,V
73,các,L
73,ngành,N
73,về,E
73,kế toán,N
73,kiểm toán,V
73,hoặc,C
73,tài chính,N
73,.,CH
74,Có,V
74,kinh nghiệm,N
74,2,M
74,năm,N
74,làm,V
74,các,L
74,vị trí,N
74,tương đương,A
74,hoặc,C
74,liên quan,V
74,.,CH
74,Ưu tiên,N
74,đã,R
74,làm,V
74,qua,V
74,công ty,N
74,bán lẻ,V
74,về,E
74,mỹ phẩm,N
74,.,CH
75,Sử dụng,V
75,thành thạo,V
75,các,L
75,phần mềm,N
75,về,E
75,kế toán,N
75,",",CH
75,tin học,N
75,văn phòng,N
75,",",CH
75,…,CH
76,Nắm,V
76,vững,A
76,các,L
76,nghiệp vụ,N
76,kế toán,N
76,",",CH
76,kiến thức,N
76,về,E
76,phân tích,V
76,",",CH
76,tổng hợp,V
76,dữ liệu,N
76,và,C
76,viết,V
76,báo cáo,V
76,.,CH
77,Có,V
77,sự,N
77,cẩn thận,A
77,và,C
77,tỉ mỉ,A
77,cao,A
77,",",CH
77,khả năng,N
77,tính toán,V
77,tốt,A
77,",",CH
77,suy nghĩ,V
77,logic,N
77,và,C
77,chịu đựng,V
77,áp lực,N
77,cao,A
77,.,CH
78,Mức,N
78,lương,N
78,:,CH
78,Thỏa Thuận,Np
79,Chế độ,N
79,bảo hiểm,V
79,theo,V
79,quy định,N
79,pháp luật,N
79,.,CH
80,Làm việc,V
80,trong,E
80,môi trường,N
80,năng động,N
80,chuyên nghiệp,A
80,có,V
80,nhiều,A
80,cơ hội,N
80,thăng tiến,M
81,Cung cấp,V
81,trang thiết bị,V
81,đầy đủ,A
81,cho,E
81,công việc,N
82,Các,L
82,đãi ngộ,N
82,về,V
82,du lịch,V
82,",",CH
82,Teambuilding,Np
82,",",CH
82,văn hóa,N
82,thể thao,N
82,khác,A
83,Hưởng,V
83,chế độ,N
83,BHYT,Np
83,",",CH
83,BHXH,Np
83,",",CH
83,BHTN,Np
84,Chế độ,N
84,du lịch,V
84,hằng,R
84,năm,N
84,....,M
85,Thưởng,N
85,lương,N
85,tháng,N
85,13,M
85,+,N
85,thưởng,V
85,năm,N
85,theo,V
85,tình hình,N
85,kinh doanh,V
85,của,E
85,Công ty,N
86,Men,Np
86,under,V
86,27,N
86,years-old,V
86,.,CH
87,Fresh,Np
87,graduated,V
87,with,N
87,major,N
87,in,V
87,graphic,N
87,design,V
87,.,CH
88,Can,N
88,use Photoshop,N
88,",",CH
88,CorelDRAW,Np
88,",",CH
88,AI.,Np
88,.,CH
89,No,Np
89,experience,V
89,required,N
89,",",CH
89,job,V
89,will,N
89,be,V
89,trained,N
89,by,V
89,your,N
89,leader,V
89,at,N
89,the,V
89,beginning,N
89,.,CH
90,Ability,N
90,to,A
90,communicate,N
90,in,V
90,English,Np
90,is,V
90,an advantage,N
90,.,CH
91,Net,Np
91,salary,V
91,from,N
91,10,M
91,-,CH
91,15,M
91,millions,N
91,.,CH
92,Government,N
92,insurance,N
92,",",CH
92,PIT,Np
92,will,V
92,be,N
92,paid,V
92,by,N
92,our,V
92,company,N
92,.,CH
93,The,Np
93,13,M
93,th,N
93,month’s salary,V
93,and other,N
93,benefits,V
93,as,N
93,company’s,V
93,policy,N
93,.,CH
94,Nam,Np
94,dưới,E
94,27,M
94,tuổi,N
94,.,CH
95,Tốt nghiệp,V
95,chuyên ngành,N
95,thiết kế,V
95,đồ,N
95,họa,N
95,.,CH
96,Có thể,R
96,sử dụng,V
96,các,L
96,phần mềm,N
96,phục vụ,V
96,công việc,N
96,như,C
96,:,CH
96,Photoshop,Np
96,",",CH
96,CorelDRAW,Np
96,",",CH
96,AI.,Np
96,.,CH
97,Không,R
97,yêu cầu,V
97,kinh nghiệm,N
97,.,CH
98,Giao tiếp,V
98,được,V
98,tiếng,N
98,Anh,Np
98,là,V
98,một,M
98,lợi thế,N
98,.,CH
99,Mức,N
99,lương,N
99,:,CH
99,10,M
99,-,CH
99,15,M
99,triệu,M
100,Các,L
100,khoản,N
100,BHXH,Np
100,",",CH
100,BHYT,Np
100,",",CH
100,BHTN,Np
100,",",CH
100,thuế,N
100,TNCN,Np
100,sẽ,R
100,được,V
100,công ty,N
100,chi trả,V
100,.,CH
101,Lương,N
101,tháng,N
101,13,M
101,",",CH
101,khám,V
101,sức,N
101,khỏe định kỳ,V
101,mỗi,L
101,năm,N
101,&,CH
101,các,L
101,phúc lợi,N
101,khác,A
101,theo,V
101,chính sách,N
101,của,E
101,công ty,N
101,.,CH
102,Tốt nghiệp,V
102,Cao đẳng,N
102,trở,V
102,lên,V
102,\,N
102,xa0chuyên,N
102,ngành,N
102,Xây dựng,V
102,",",CH
102,Cơ khí,N
102,.,CH
103,Kinh nghiệm,N
103,:,CH
103,3,M
103,năm,N
103,trở,V
103,lên,V
103,làm việc,V
103,trong,E
103,lĩnh vực,N
103,xây dựng,V
103,hoặc,C
103,kết cấu,V
103,thép,N
103,.,CH
104,Tiếng,N
104,Anh,Nc
104,giao tiếp,V
104,.,CH
105,Kỹ năng,N
105,tin học,N
105,:,CH
105,MS Office,Np
105,",",CH
105,AutoCad,Np
105,.,CH
106,Ưu tiên,N
106,có,V
106,kinh nghiệm,N
106,về,V
106,kết cấu,V
106,thép,N
106,.,CH
107,Thành thạo,N
107,máy tính,N
107,",",CH
107,có thể,R
107,gõ,V
107,máy tính,N
107,và,C
107,thao tác,V
107,nhanh,A
108,Đã,R
108,từng,R
108,có,V
108,kinh nghiệm,N
108,bán,V
108,hàng,N
108,online,V
108,qua,E
108,Facebook,Np
108,là,V
108,lợi thế,M
109,Có,V
109,khả năng,N
109,làm việc,V
109,tập trung,V
109,cao,A
109,trong,E
109,cường độ,N
109,cao,A
109,khi,N
109,đông,A
109,khách,N
109,",",CH
109,có,V
109,kỹ năng,N
109,sắp xếp,V
109,công việc,N
110,At,N
110,least,N
110,2,M
110,\,N
110,xa0years,N
110,of relevant,V
110,experience,N
110,in,V
110,high-end,N
110,cosmetics,V
110,.,CH
110,/,CH
110,\,N
110,xa0Ít,A
110,nhất,R
110,1-2,N
110,\ xa0năm,V
110,kinh nghiệm,N
110,làm việc,V
110,liên quan,V
110,mỹ phẩm,N
110,/,CH
110,nước,N
110,hoa,N
110,\ xa0cao,V
110,cấp,N
110,.,CH
111,Passion,Np
111,in,V
111,retail,N
111,industry,V
111,with,N
111,good,V
111,selling,N
111,skills,V
111,.,CH
111,/,CH
111,\ xa0Có,N
111,đam mê,V
111,với,E
111,ngành,N
111,bán lẻ,V
111,với,E
111,kỹ năng,N
111,bán,V
111,hàng,N
111,tốt,A
112,Have,Np
112,Makeup,Np
112,Artist,Np
112,certification,V
112,/,CH
112,Makeup,Np
112,skill,V
112,\,N
112,xa0is,V
112,an advantage,N
112,.,CH
112,/,CH
112,Có,V
112,chứng chỉ,N
112,về,E
112,makeup,N
112,hoặc,C
112,kỹ năng,N
112,make up,V
112,là,V
112,một,M
112,lợi thế,N
112,.,CH
113,Likes,Np
113,cosmetics,V
113,/,CH
113,perrfume,N
113,\,V
113,xa0and,N
113,appreciates,V
113,quality,N
113,products,V
113,.,CH
113,/,CH
113,\,N
113,xa0Yêu,N
113,thích,V
113,mỹ phẩm,V
113,/,CH
113,nước,N
113,hoa,N
113,\ xa0và,V
113,các,L
113,sản phẩm,N
113,chất lượng,N
114,Fluent,Np
114,in,V
114,English,Np
114,.,CH
114,Chinese,Np
114,",",CH
114,French or,N
114,Japanese is,V
114,a,N
114,plus,V
114,.,CH
114,/,CH
114,\,N
114,xa0Thành thạo,V
114,tiếng,N
114,anh,Nc
114,.,CH
114,Tiếng,N
114,trung,A
114,",",CH
114,tiếng,N
114,pháp,V
114,hoặc,C
114,tiếng,N
114,nhật,N
114,là,V
114,một,M
114,lợi thế,N
115,Must,Np
115,be,V
115,a,N
115,good,V
115,team,N
115,player,N
115,",",CH
115,pleasant,N
115,",",CH
115,service,N
115,oriented,V
115,with,N
115,good,V
115,communication,N
115,skills,V
115,.,CH
115,/,CH
115,\,N
115,xa0Có,V
115,định hướng,V
115,về,E
115,chăm sóc,V
115,khách hàng,N
115,với,E
115,kỹ năng,N
115,giao tiếp,V
115,tốt,A
116,Basic,Np
116,computer,V
116,skills,N
116,.,CH
116,/,CH
116,\,N
116,xa0Kỹ năng,V
116,máy tính,N
116,cơ bản,A
117,Có,V
117,tinh thần,N
117,trách nhiệm,N
117,cao,A
117,",",CH
117,cẩn thận,A
117,",",CH
117,an toàn,A
118,Kinh nghiệm,N
118,làm,V
118,bảo vệ,V
118,là,V
118,lợi thế,M
119,Độ,N
119,tuổi,N
119,:,CH
119,từ,E
119,43,M
119,đến,E
119,47,M
119,tuổi,N
120,Lý lịch,N
120,rõ ràng,A
121,Sức,N
121,khỏe,V
121,tốt,A
122,Khả năng,N
122,giao tiếp,V
122,tốt,A
122,",",CH
122,thân thiện,M
123,Không,R
123,có,V
123,hình xăm,M
124,Nữ,N
124,>,N
124,23,M
124,tuổi,N
124,.,CH
124,Ưu tiên,V
124,1985,M
124,đến,E
124,1997,M
125,Tốt nghiệp,V
125,Cao đẳng,N
125,",",CH
125,Đại học,N
125,trở,V
125,lên,V
125,ngành,N
125,Dược,Np
125,",",CH
125,y sinh,N
125,",",CH
125,y tế,N
125,",",CH
125,kỹ thuật,N
125,hóa học,V
125,..,N
125,hoặc,C
125,các,L
125,ngành,N
125,liên quan,V
125,.,CH
126,Kinh nghiệm,N
126,5,M
126,năm,N
126,làm việc,V
126,ở,E
126,vị trí,N
126,tương đương,A
126,tại,E
126,các,L
126,công ty,N
126,dược,N
126,mỹ phẩm,N
126,",",CH
126,dược phẩm,N
126,.,CH
127,Sử dụng,V
127,Anh ngữ,N
127,ở,E
127,mức độ,N
127,giao tiếp,V
127,",",CH
127,đọc,V
127,hiểu,V
127,các,L
127,tài liệu,N
127,chuyên ngành,V
127,.,CH
128,Sử dụng,V
128,thành thạo,V
128,vi tính,N
128,văn phòng,N
128,(,CH
128,word,N
128,",",CH
128,excel,N
128,",",CH
128,powerpoint,N
128,),CH
128,",",CH
128,Internet,FW
128,.,CH
129,Giao tiếp,V
129,trình bày,V
129,rõ ràng,A
129,.,CH
130,Kỹ năng,N
130,phân tích,V
130,vấn đề,N
130,",",CH
130,quản lý,V
130,công việc,N
130,và,C
130,thời gian,N
130,.,CH
131,Có,V
131,khả năng,N
131,phân tích,V
131,",",CH
131,nắm bắt,V
131,nhu cầu,N
131,thị trường,N
132,Trung thực,N
132,",",CH
132,có,V
132,tinh thần,N
132,trách nhiệm,N
132,",",CH
132,chủ động,N
132,trong,E
132,công việc,N
132,",",CH
132,chịu,V
132,được,V
132,áp lực,V
132,công việc,N
132,.,CH
133,Máy tính,N
133,cá nhân,N
133,với,E
133,cấu hình,N
133,đáp ứng,V
133,được,R
133,công việc,N
133,thiết kế,V
133,(,CH
133,ram,V
133,từ,E
133,16GB,N
133,trở,V
133,lên,V
133,),CH
134,Có,V
134,kinh nghiệm,N
134,làm việc,V
134,trong,E
134,ngành,N
134,F&B,Np
134,là,V
134,lợi thế,M
135,Tinh thần,N
135,sáng tạo,V
135,và,C
135,thẩm mỹ,N
135,",",CH
135,\ xa0học,N
135,hỏi,V
135,chủ động,M
136,Nam,Np
136,/,CH
136,nữ,N
136,",",CH
136,tuổi,N
136,dưới,E
136,35,M
136,;,CH
137,Trình độ,N
137,cao đẳng,N
137,trở,V
137,lên,V
138,IELTS,Np
138,từ,E
138,6.5,N
138,trở,V
138,lên,V
138,;,CH
139,Kiến thức,N
139,sâu,A
139,về,E
139,luật,N
139,di trú,N
139,và,C
139,quy định,V
139,visa,FW
139,Úc,Np
139,;,CH
140,Ưu tiên,N
140,đã,R
140,từng,R
140,sinh sống,V
140,và,C
140,học tập,V
140,tại,E
140,Úc,Np
140,;,CH
141,Tư cách,N
141,đạo đức,N
141,tốt,A
141,;,CH
142,Kỹ năng,N
142,soạn thảo,V
142,văn bản,N
142,và,C
142,trình bày,V
142,tốt,A
142,;,CH
143,Kỹ năng,N
143,tư vấn,V
143,",",CH
143,giao tiếp,V
143,và,C
